	contribution	tag	corpus	id_elf	count
5331	3-50733	Suppression ISF, IFI	1/ Tous les citoyens paient l’impôt, quel que soit le montant de leurs ressources (considérer comme juste que tous les citoyens participent à l’effort national pour que l’Etat puisse assumer ses responsabilités).  L’impôt est individualisé, ce qui permet à chacun d’être au clair avec l’effort que lui (elle) consent à sa contribution au budget de l’Etat. Les affectations de parts supplémentaires pour enfants ou parents à charge sont à choisir par chaque couple (la moitié des parts supplémentaires pour chacun, ou l’un des deux bénéficiant de toutes les parts supplémentaires, etc.) On maintient le prélèvement à la source. On rend l’impôt plus progressif pour éviter les « sauts » liés au changement de tranche. Pour cela, on définit un taux d’imposition pour chaque tranche, en augmentant le taux au fur et à mesure que la tranche augmente, mais en établissant des tranches beaucoup plus restreintes que les tranches actuelles. Par exemple, on taxe à 1% les revenus entre 0% et 5000€ par an (quelqu’unTVA qui a un revenu de 4000€/an paiera un impôt de 4000 x 0,01 = 40€), on taxe à 3% les revenus entre 5001€ et 10 000€ (quelqu’un qui gagne 8000€ paiera 5 000€ x 0,01 + 3 000€ x 0,03 = 50 + 90 = 140€) on taxe à 5% les revenus entre 10 001 et 15 000€. Etc. Cette méthode a l’avantage de ne pas créer de seuils qui font que, si quelqu’un gagne 100€ de plus une année, il peut changer de tranche et perdre dans ses impôts l’augmentation de 100€ de ses revenus. Il reste à définir les tranches, et les taux pour chaque tranche.  2/ on remet à plat toutes les niches fiscales et on ne conserve et réajuste que celles qui correspondent à un vrai développement de l’économie ou de la transition écologique (y compris l’ISF).  3/ afin de favoriser les circuits courts  on fait moduler la TVA en fonction de l’éloignement entre la zone de production du produit et son lieu de vente. Plus la distance est grande, plus la TVA est élevée. On conserve les taux actuels (5,5% ; 10% ; 20%). Cela aurait également pour effet d’augmenter les prix des produits importés par rapport aux produits français et donc de favoriser la production et l’emploi en France. Les gains éventuels par rapport à la situation actuelle seront utilisés à 20% pour réduire la dette de la France et à 80% pour favoriser la transition écologique.  4/ Tous les élus, quelle que soit le montant de leur rémunération et leur lieu d’exercice, paient leurs impôts sur les même base que tous les citoyens, ils bénéficient des mêmes régimes que tous les français que ce soit pour le chômage, la retraite, la sécurité sociale, etc. (les trimestres correspondant à leur mandat sont évidemment pris en compte pour le calcul de leurs droits à la retraite)	FI8	1
5332	3-50733	TVA réduite (1ère nécessité)	1/ Tous les citoyens paient l’impôt, quel que soit le montant de leurs ressources (considérer comme juste que tous les citoyens participent à l’effort national pour que l’Etat puisse assumer ses responsabilités).  L’impôt est individualisé, ce qui permet à chacun d’être au clair avec l’effort que lui (elle) consent à sa contribution au budget de l’Etat. Les affectations de parts supplémentaires pour enfants ou parents à charge sont à choisir par chaque couple (la moitié des parts supplémentaires pour chacun, ou l’un des deux bénéficiant de toutes les parts supplémentaires, etc.) On maintient le prélèvement à la source. On rend l’impôt plus progressif pour éviter les « sauts » liés au changement de tranche. Pour cela, on définit un taux d’imposition pour chaque tranche, en augmentant le taux au fur et à mesure que la tranche augmente, mais en établissant des tranches beaucoup plus restreintes que les tranches actuelles. Par exemple, on taxe à 1% les revenus entre 0% et 5000€ par an (quelqu’unTVA qui a un revenu de 4000€/an paiera un impôt de 4000 x 0,01 = 40€), on taxe à 3% les revenus entre 5001€ et 10 000€ (quelqu’un qui gagne 8000€ paiera 5 000€ x 0,01 + 3 000€ x 0,03 = 50 + 90 = 140€) on taxe à 5% les revenus entre 10 001 et 15 000€. Etc. Cette méthode a l’avantage de ne pas créer de seuils qui font que, si quelqu’un gagne 100€ de plus une année, il peut changer de tranche et perdre dans ses impôts l’augmentation de 100€ de ses revenus. Il reste à définir les tranches, et les taux pour chaque tranche.  2/ on remet à plat toutes les niches fiscales et on ne conserve et réajuste que celles qui correspondent à un vrai développement de l’économie ou de la transition écologique (y compris l’ISF).  3/ afin de favoriser les circuits courts  on fait moduler la TVA en fonction de l’éloignement entre la zone de production du produit et son lieu de vente. Plus la distance est grande, plus la TVA est élevée. On conserve les taux actuels (5,5% ; 10% ; 20%). Cela aurait également pour effet d’augmenter les prix des produits importés par rapport aux produits français et donc de favoriser la production et l’emploi en France. Les gains éventuels par rapport à la situation actuelle seront utilisés à 20% pour réduire la dette de la France et à 80% pour favoriser la transition écologique.  4/ Tous les élus, quelle que soit le montant de leur rémunération et leur lieu d’exercice, paient leurs impôts sur les même base que tous les citoyens, ils bénéficient des mêmes régimes que tous les français que ce soit pour le chômage, la retraite, la sécurité sociale, etc. (les trimestres correspondant à leur mandat sont évidemment pris en compte pour le calcul de leurs droits à la retraite)	FI8	1
5333	3-50733	TVA réduite (bio, sain, local, français)	1/ Tous les citoyens paient l’impôt, quel que soit le montant de leurs ressources (considérer comme juste que tous les citoyens participent à l’effort national pour que l’Etat puisse assumer ses responsabilités).  L’impôt est individualisé, ce qui permet à chacun d’être au clair avec l’effort que lui (elle) consent à sa contribution au budget de l’Etat. Les affectations de parts supplémentaires pour enfants ou parents à charge sont à choisir par chaque couple (la moitié des parts supplémentaires pour chacun, ou l’un des deux bénéficiant de toutes les parts supplémentaires, etc.) On maintient le prélèvement à la source. On rend l’impôt plus progressif pour éviter les « sauts » liés au changement de tranche. Pour cela, on définit un taux d’imposition pour chaque tranche, en augmentant le taux au fur et à mesure que la tranche augmente, mais en établissant des tranches beaucoup plus restreintes que les tranches actuelles. Par exemple, on taxe à 1% les revenus entre 0% et 5000€ par an (quelqu’unTVA qui a un revenu de 4000€/an paiera un impôt de 4000 x 0,01 = 40€), on taxe à 3% les revenus entre 5001€ et 10 000€ (quelqu’un qui gagne 8000€ paiera 5 000€ x 0,01 + 3 000€ x 0,03 = 50 + 90 = 140€) on taxe à 5% les revenus entre 10 001 et 15 000€. Etc. Cette méthode a l’avantage de ne pas créer de seuils qui font que, si quelqu’un gagne 100€ de plus une année, il peut changer de tranche et perdre dans ses impôts l’augmentation de 100€ de ses revenus. Il reste à définir les tranches, et les taux pour chaque tranche.  2/ on remet à plat toutes les niches fiscales et on ne conserve et réajuste que celles qui correspondent à un vrai développement de l’économie ou de la transition écologique (y compris l’ISF).  3/ afin de favoriser les circuits courts  on fait moduler la TVA en fonction de l’éloignement entre la zone de production du produit et son lieu de vente. Plus la distance est grande, plus la TVA est élevée. On conserve les taux actuels (5,5% ; 10% ; 20%). Cela aurait également pour effet d’augmenter les prix des produits importés par rapport aux produits français et donc de favoriser la production et l’emploi en France. Les gains éventuels par rapport à la situation actuelle seront utilisés à 20% pour réduire la dette de la France et à 80% pour favoriser la transition écologique.  4/ Tous les élus, quelle que soit le montant de leur rémunération et leur lieu d’exercice, paient leurs impôts sur les même base que tous les citoyens, ils bénéficient des mêmes régimes que tous les français que ce soit pour le chômage, la retraite, la sécurité sociale, etc. (les trimestres correspondant à leur mandat sont évidemment pris en compte pour le calcul de leurs droits à la retraite)	FI8	3
5334	3-50733	Taxer le luxe, polluant, importé	1/ Tous les citoyens paient l’impôt, quel que soit le montant de leurs ressources (considérer comme juste que tous les citoyens participent à l’effort national pour que l’Etat puisse assumer ses responsabilités).  L’impôt est individualisé, ce qui permet à chacun d’être au clair avec l’effort que lui (elle) consent à sa contribution au budget de l’Etat. Les affectations de parts supplémentaires pour enfants ou parents à charge sont à choisir par chaque couple (la moitié des parts supplémentaires pour chacun, ou l’un des deux bénéficiant de toutes les parts supplémentaires, etc.) On maintient le prélèvement à la source. On rend l’impôt plus progressif pour éviter les « sauts » liés au changement de tranche. Pour cela, on définit un taux d’imposition pour chaque tranche, en augmentant le taux au fur et à mesure que la tranche augmente, mais en établissant des tranches beaucoup plus restreintes que les tranches actuelles. Par exemple, on taxe à 1% les revenus entre 0% et 5000€ par an (quelqu’unTVA qui a un revenu de 4000€/an paiera un impôt de 4000 x 0,01 = 40€), on taxe à 3% les revenus entre 5001€ et 10 000€ (quelqu’un qui gagne 8000€ paiera 5 000€ x 0,01 + 3 000€ x 0,03 = 50 + 90 = 140€) on taxe à 5% les revenus entre 10 001 et 15 000€. Etc. Cette méthode a l’avantage de ne pas créer de seuils qui font que, si quelqu’un gagne 100€ de plus une année, il peut changer de tranche et perdre dans ses impôts l’augmentation de 100€ de ses revenus. Il reste à définir les tranches, et les taux pour chaque tranche.  2/ on remet à plat toutes les niches fiscales et on ne conserve et réajuste que celles qui correspondent à un vrai développement de l’économie ou de la transition écologique (y compris l’ISF).  3/ afin de favoriser les circuits courts  on fait moduler la TVA en fonction de l’éloignement entre la zone de production du produit et son lieu de vente. Plus la distance est grande, plus la TVA est élevée. On conserve les taux actuels (5,5% ; 10% ; 20%). Cela aurait également pour effet d’augmenter les prix des produits importés par rapport aux produits français et donc de favoriser la production et l’emploi en France. Les gains éventuels par rapport à la situation actuelle seront utilisés à 20% pour réduire la dette de la France et à 80% pour favoriser la transition écologique.  4/ Tous les élus, quelle que soit le montant de leur rémunération et leur lieu d’exercice, paient leurs impôts sur les même base que tous les citoyens, ils bénéficient des mêmes régimes que tous les français que ce soit pour le chômage, la retraite, la sécurité sociale, etc. (les trimestres correspondant à leur mandat sont évidemment pris en compte pour le calcul de leurs droits à la retraite)	FI8	2
5335	3-50733	Taxer toutes les ressources	1/ Tous les citoyens paient l’impôt, quel que soit le montant de leurs ressources (considérer comme juste que tous les citoyens participent à l’effort national pour que l’Etat puisse assumer ses responsabilités).  L’impôt est individualisé, ce qui permet à chacun d’être au clair avec l’effort que lui (elle) consent à sa contribution au budget de l’Etat. Les affectations de parts supplémentaires pour enfants ou parents à charge sont à choisir par chaque couple (la moitié des parts supplémentaires pour chacun, ou l’un des deux bénéficiant de toutes les parts supplémentaires, etc.) On maintient le prélèvement à la source. On rend l’impôt plus progressif pour éviter les « sauts » liés au changement de tranche. Pour cela, on définit un taux d’imposition pour chaque tranche, en augmentant le taux au fur et à mesure que la tranche augmente, mais en établissant des tranches beaucoup plus restreintes que les tranches actuelles. Par exemple, on taxe à 1% les revenus entre 0% et 5000€ par an (quelqu’unTVA qui a un revenu de 4000€/an paiera un impôt de 4000 x 0,01 = 40€), on taxe à 3% les revenus entre 5001€ et 10 000€ (quelqu’un qui gagne 8000€ paiera 5 000€ x 0,01 + 3 000€ x 0,03 = 50 + 90 = 140€) on taxe à 5% les revenus entre 10 001 et 15 000€. Etc. Cette méthode a l’avantage de ne pas créer de seuils qui font que, si quelqu’un gagne 100€ de plus une année, il peut changer de tranche et perdre dans ses impôts l’augmentation de 100€ de ses revenus. Il reste à définir les tranches, et les taux pour chaque tranche.  2/ on remet à plat toutes les niches fiscales et on ne conserve et réajuste que celles qui correspondent à un vrai développement de l’économie ou de la transition écologique (y compris l’ISF).  3/ afin de favoriser les circuits courts  on fait moduler la TVA en fonction de l’éloignement entre la zone de production du produit et son lieu de vente. Plus la distance est grande, plus la TVA est élevée. On conserve les taux actuels (5,5% ; 10% ; 20%). Cela aurait également pour effet d’augmenter les prix des produits importés par rapport aux produits français et donc de favoriser la production et l’emploi en France. Les gains éventuels par rapport à la situation actuelle seront utilisés à 20% pour réduire la dette de la France et à 80% pour favoriser la transition écologique.  4/ Tous les élus, quelle que soit le montant de leur rémunération et leur lieu d’exercice, paient leurs impôts sur les même base que tous les citoyens, ils bénéficient des mêmes régimes que tous les français que ce soit pour le chômage, la retraite, la sécurité sociale, etc. (les trimestres correspondant à leur mandat sont évidemment pris en compte pour le calcul de leurs droits à la retraite)	FI8	1
5336	3-50734	Lutte évasion, fraude, optimisation	arrêter de piocher chez les salariés et les retraités, faciles à contrôler.. Mettre en oeuvre des méthodes efficaces pour lutter contre la fraude   fiscale de manière générale!	FI8	4
5337	3-50743	Idée marquée	prendre en compte les revenus à l'instant T et pas avec un décalage de parfois plusieurs années.	FI8	1
5338	3-50745	Impôt symbolique pour tous	Chaque citoyen bénéficie du contrat social passé entre le peuple et l'état. Il faut donc que chacun y contribue, même pour 1 € symbolique, cela implique chaque citoyen. Il faut taxer les transactions bousières et obligé les français expatriés à payer leurs impots à l'état français (comme les états unis). L'exit taxe est une mauvaise idée.	FI8	3
5339	3-50745	Lutte évasion, fraude, optimisation	Chaque citoyen bénéficie du contrat social passé entre le peuple et l'état. Il faut donc que chacun y contribue, même pour 1 € symbolique, cela implique chaque citoyen. Il faut taxer les transactions bousières et obligé les français expatriés à payer leurs impots à l'état français (comme les états unis). L'exit taxe est une mauvaise idée.	FI8	1
5340	3-50745	Taxer la finance	Chaque citoyen bénéficie du contrat social passé entre le peuple et l'état. Il faut donc que chacun y contribue, même pour 1 € symbolique, cela implique chaque citoyen. Il faut taxer les transactions bousières et obligé les français expatriés à payer leurs impots à l'état français (comme les états unis). L'exit taxe est une mauvaise idée.	FI8	3
5341	3-50774	Impôt symbolique pour tous	Pour les recettes : 57% des foyers fiscaux ne payent pas D’I.R. Pourquoi ne pas instaurer un impôt forfaitaire, faible mais significatif pour que tout le monde se sente concerné par le nécessaire fonctionnement de l’état. Les sommes collectées pourraient être attribuées par exemple aux HLM pour le logement social. Pour les dépenses : Vaste chapitre. Je pense qu’il y a d’énormes économies et une meilleure utilisation de l’argent collecté à faire. La cour des comptes relève chaque année des dysfonctionnement importants. Malgré une couverture médiatique ponctuelle, aucun suivi digne de ce nom n’est communiqué haut et clair à l’ensemble de la population. Par exemple il y a quelques années, la cour des comptes a relevé que dans la gestion du 1% patronal (environ 10 milliards de recettes), par les comités interprofessionnels du logement (C.I.L.), 70% des recettes servait à couvrir les frais de gestion !! Aucune communication n’a été faite pour dire si cela avait été réglé. Tous les organismes paritaires qui gèrent les organismes publics ou semi-publics devraient faire l’objet d’un contrôle plus rigoureux.	FI8	3
5342	3-50795	Impôt symbolique pour tous	Je pense qu'il faudrait que l'impôt sur le revenu soit payé pour tous, même pour un montant symbolique. Il n'est pas normal qu'à l'heure actuelle moins d'un foyer sur deux paye effectivement cet impôt (même s'ils sont il est vrai soumis à d'autres prélèvements). Cela développerait je pense la citoyenneté.	FI8	3
5343	3-50804	Détail des dépenses, comptes	Création d'un site public, qui ne soit pas une usine à gaz, pour informer les citoyens de la corrélation entre impôts, redistribution, services publics.	FI7	2
5344	3-50804	Expliquer chaque impôt	Création d'un site public, qui ne soit pas une usine à gaz, pour informer les citoyens de la corrélation entre impôts, redistribution, services publics.	FI7	1
5345	3-50804	Par site Internet	Création d'un site public, qui ne soit pas une usine à gaz, pour informer les citoyens de la corrélation entre impôts, redistribution, services publics.	FI7	4
5346	3-50804	Pédagogie, visualisation	Création d'un site public, qui ne soit pas une usine à gaz, pour informer les citoyens de la corrélation entre impôts, redistribution, services publics.	FI7	3
5347	3-50804	Répartition de la contribution	Création d'un site public, qui ne soit pas une usine à gaz, pour informer les citoyens de la corrélation entre impôts, redistribution, services publics.	FI7	2
5348	3-50804	Répartition dépenses, recettes	Création d'un site public, qui ne soit pas une usine à gaz, pour informer les citoyens de la corrélation entre impôts, redistribution, services publics.	FI7	3
5349	3-50807	Idée marquée	"Lutter contre la fraude fiscale et l'évasion fiscale des multinationales et des grandes fortunes. Avoir une fiscalité allégée pour tous (y compris sur la TVA) mais garder une progressivité en fonction des revenus, avec un ISF rétabli, mais plus soft (parce que tout le monde en a assez d'être ponctionné par l'Etat, les pauvres, classes moyennes comme les riches : défiance par rapport à l'utilisation de l'argent. Le ""consentement à l'impôt"" est aujourd'hui une formule vide de sens. Taxer les transactions boursières, mais là encore, avec un taux très faible, pour qu'il soit accepté.  Créer des appels à contribution ciblés, façon crowfunding, pour financer des services publics : postes d'infirmiers, médecins, éducateurs spécialisés, création d'écoles, entretien des routes, aménagement de piste cyclable... Avec exposition du projet, coût estimé, contributions versées, suivi du projet (photos), remerciement des donateurs lorsque l'objectif est atteint et le projet concrétisé. On sous-estime énormément la générosité des citoyens pour la contribution au bien-être collectif. Les gens préfèrent soutenir des projets que de donner leur argent (toujours plus) à l’État qui ensuite le dépense manifestement mal, parce qu'on paie toujours plus, que les dettes ne se résorbent pas et que les services publics sont en piteux état."	FI8	1
5350	3-50807	Impôt symbolique pour tous	"Lutter contre la fraude fiscale et l'évasion fiscale des multinationales et des grandes fortunes. Avoir une fiscalité allégée pour tous (y compris sur la TVA) mais garder une progressivité en fonction des revenus, avec un ISF rétabli, mais plus soft (parce que tout le monde en a assez d'être ponctionné par l'Etat, les pauvres, classes moyennes comme les riches : défiance par rapport à l'utilisation de l'argent. Le ""consentement à l'impôt"" est aujourd'hui une formule vide de sens. Taxer les transactions boursières, mais là encore, avec un taux très faible, pour qu'il soit accepté.  Créer des appels à contribution ciblés, façon crowfunding, pour financer des services publics : postes d'infirmiers, médecins, éducateurs spécialisés, création d'écoles, entretien des routes, aménagement de piste cyclable... Avec exposition du projet, coût estimé, contributions versées, suivi du projet (photos), remerciement des donateurs lorsque l'objectif est atteint et le projet concrétisé. On sous-estime énormément la générosité des citoyens pour la contribution au bien-être collectif. Les gens préfèrent soutenir des projets que de donner leur argent (toujours plus) à l’État qui ensuite le dépense manifestement mal, parce qu'on paie toujours plus, que les dettes ne se résorbent pas et que les services publics sont en piteux état."	FI8	1
5351	3-50807	Lutte évasion, fraude, optimisation	"Lutter contre la fraude fiscale et l'évasion fiscale des multinationales et des grandes fortunes. Avoir une fiscalité allégée pour tous (y compris sur la TVA) mais garder une progressivité en fonction des revenus, avec un ISF rétabli, mais plus soft (parce que tout le monde en a assez d'être ponctionné par l'Etat, les pauvres, classes moyennes comme les riches : défiance par rapport à l'utilisation de l'argent. Le ""consentement à l'impôt"" est aujourd'hui une formule vide de sens. Taxer les transactions boursières, mais là encore, avec un taux très faible, pour qu'il soit accepté.  Créer des appels à contribution ciblés, façon crowfunding, pour financer des services publics : postes d'infirmiers, médecins, éducateurs spécialisés, création d'écoles, entretien des routes, aménagement de piste cyclable... Avec exposition du projet, coût estimé, contributions versées, suivi du projet (photos), remerciement des donateurs lorsque l'objectif est atteint et le projet concrétisé. On sous-estime énormément la générosité des citoyens pour la contribution au bien-être collectif. Les gens préfèrent soutenir des projets que de donner leur argent (toujours plus) à l’État qui ensuite le dépense manifestement mal, parce qu'on paie toujours plus, que les dettes ne se résorbent pas et que les services publics sont en piteux état."	FI8	3
5352	3-50807	Mesurer l'impact	"Lutter contre la fraude fiscale et l'évasion fiscale des multinationales et des grandes fortunes. Avoir une fiscalité allégée pour tous (y compris sur la TVA) mais garder une progressivité en fonction des revenus, avec un ISF rétabli, mais plus soft (parce que tout le monde en a assez d'être ponctionné par l'Etat, les pauvres, classes moyennes comme les riches : défiance par rapport à l'utilisation de l'argent. Le ""consentement à l'impôt"" est aujourd'hui une formule vide de sens. Taxer les transactions boursières, mais là encore, avec un taux très faible, pour qu'il soit accepté.  Créer des appels à contribution ciblés, façon crowfunding, pour financer des services publics : postes d'infirmiers, médecins, éducateurs spécialisés, création d'écoles, entretien des routes, aménagement de piste cyclable... Avec exposition du projet, coût estimé, contributions versées, suivi du projet (photos), remerciement des donateurs lorsque l'objectif est atteint et le projet concrétisé. On sous-estime énormément la générosité des citoyens pour la contribution au bien-être collectif. Les gens préfèrent soutenir des projets que de donner leur argent (toujours plus) à l’État qui ensuite le dépense manifestement mal, parce qu'on paie toujours plus, que les dettes ne se résorbent pas et que les services publics sont en piteux état."	FI8	1
5353	3-50807	P + de tranches IR progressives	"Lutter contre la fraude fiscale et l'évasion fiscale des multinationales et des grandes fortunes. Avoir une fiscalité allégée pour tous (y compris sur la TVA) mais garder une progressivité en fonction des revenus, avec un ISF rétabli, mais plus soft (parce que tout le monde en a assez d'être ponctionné par l'Etat, les pauvres, classes moyennes comme les riches : défiance par rapport à l'utilisation de l'argent. Le ""consentement à l'impôt"" est aujourd'hui une formule vide de sens. Taxer les transactions boursières, mais là encore, avec un taux très faible, pour qu'il soit accepté.  Créer des appels à contribution ciblés, façon crowfunding, pour financer des services publics : postes d'infirmiers, médecins, éducateurs spécialisés, création d'écoles, entretien des routes, aménagement de piste cyclable... Avec exposition du projet, coût estimé, contributions versées, suivi du projet (photos), remerciement des donateurs lorsque l'objectif est atteint et le projet concrétisé. On sous-estime énormément la générosité des citoyens pour la contribution au bien-être collectif. Les gens préfèrent soutenir des projets que de donner leur argent (toujours plus) à l’État qui ensuite le dépense manifestement mal, parce qu'on paie toujours plus, que les dettes ne se résorbent pas et que les services publics sont en piteux état."	FI8	3
5354	3-50807	Rétablir ISF	"Lutter contre la fraude fiscale et l'évasion fiscale des multinationales et des grandes fortunes. Avoir une fiscalité allégée pour tous (y compris sur la TVA) mais garder une progressivité en fonction des revenus, avec un ISF rétabli, mais plus soft (parce que tout le monde en a assez d'être ponctionné par l'Etat, les pauvres, classes moyennes comme les riches : défiance par rapport à l'utilisation de l'argent. Le ""consentement à l'impôt"" est aujourd'hui une formule vide de sens. Taxer les transactions boursières, mais là encore, avec un taux très faible, pour qu'il soit accepté.  Créer des appels à contribution ciblés, façon crowfunding, pour financer des services publics : postes d'infirmiers, médecins, éducateurs spécialisés, création d'écoles, entretien des routes, aménagement de piste cyclable... Avec exposition du projet, coût estimé, contributions versées, suivi du projet (photos), remerciement des donateurs lorsque l'objectif est atteint et le projet concrétisé. On sous-estime énormément la générosité des citoyens pour la contribution au bien-être collectif. Les gens préfèrent soutenir des projets que de donner leur argent (toujours plus) à l’État qui ensuite le dépense manifestement mal, parce qu'on paie toujours plus, que les dettes ne se résorbent pas et que les services publics sont en piteux état."	FI8	1
5355	3-50807	TVA réduite (1ère nécessité)	"Lutter contre la fraude fiscale et l'évasion fiscale des multinationales et des grandes fortunes. Avoir une fiscalité allégée pour tous (y compris sur la TVA) mais garder une progressivité en fonction des revenus, avec un ISF rétabli, mais plus soft (parce que tout le monde en a assez d'être ponctionné par l'Etat, les pauvres, classes moyennes comme les riches : défiance par rapport à l'utilisation de l'argent. Le ""consentement à l'impôt"" est aujourd'hui une formule vide de sens. Taxer les transactions boursières, mais là encore, avec un taux très faible, pour qu'il soit accepté.  Créer des appels à contribution ciblés, façon crowfunding, pour financer des services publics : postes d'infirmiers, médecins, éducateurs spécialisés, création d'écoles, entretien des routes, aménagement de piste cyclable... Avec exposition du projet, coût estimé, contributions versées, suivi du projet (photos), remerciement des donateurs lorsque l'objectif est atteint et le projet concrétisé. On sous-estime énormément la générosité des citoyens pour la contribution au bien-être collectif. Les gens préfèrent soutenir des projets que de donner leur argent (toujours plus) à l’État qui ensuite le dépense manifestement mal, parce qu'on paie toujours plus, que les dettes ne se résorbent pas et que les services publics sont en piteux état."	FI8	1
5356	3-50807	TVA réduite (bio, sain, local, français)	"Lutter contre la fraude fiscale et l'évasion fiscale des multinationales et des grandes fortunes. Avoir une fiscalité allégée pour tous (y compris sur la TVA) mais garder une progressivité en fonction des revenus, avec un ISF rétabli, mais plus soft (parce que tout le monde en a assez d'être ponctionné par l'Etat, les pauvres, classes moyennes comme les riches : défiance par rapport à l'utilisation de l'argent. Le ""consentement à l'impôt"" est aujourd'hui une formule vide de sens. Taxer les transactions boursières, mais là encore, avec un taux très faible, pour qu'il soit accepté.  Créer des appels à contribution ciblés, façon crowfunding, pour financer des services publics : postes d'infirmiers, médecins, éducateurs spécialisés, création d'écoles, entretien des routes, aménagement de piste cyclable... Avec exposition du projet, coût estimé, contributions versées, suivi du projet (photos), remerciement des donateurs lorsque l'objectif est atteint et le projet concrétisé. On sous-estime énormément la générosité des citoyens pour la contribution au bien-être collectif. Les gens préfèrent soutenir des projets que de donner leur argent (toujours plus) à l’État qui ensuite le dépense manifestement mal, parce qu'on paie toujours plus, que les dettes ne se résorbent pas et que les services publics sont en piteux état."	FI8	1
5357	3-50807	Taxer la finance	"Lutter contre la fraude fiscale et l'évasion fiscale des multinationales et des grandes fortunes. Avoir une fiscalité allégée pour tous (y compris sur la TVA) mais garder une progressivité en fonction des revenus, avec un ISF rétabli, mais plus soft (parce que tout le monde en a assez d'être ponctionné par l'Etat, les pauvres, classes moyennes comme les riches : défiance par rapport à l'utilisation de l'argent. Le ""consentement à l'impôt"" est aujourd'hui une formule vide de sens. Taxer les transactions boursières, mais là encore, avec un taux très faible, pour qu'il soit accepté.  Créer des appels à contribution ciblés, façon crowfunding, pour financer des services publics : postes d'infirmiers, médecins, éducateurs spécialisés, création d'écoles, entretien des routes, aménagement de piste cyclable... Avec exposition du projet, coût estimé, contributions versées, suivi du projet (photos), remerciement des donateurs lorsque l'objectif est atteint et le projet concrétisé. On sous-estime énormément la générosité des citoyens pour la contribution au bien-être collectif. Les gens préfèrent soutenir des projets que de donner leur argent (toujours plus) à l’État qui ensuite le dépense manifestement mal, parce qu'on paie toujours plus, que les dettes ne se résorbent pas et que les services publics sont en piteux état."	FI8	2
5358	3-50807	changer le modele	"Lutter contre la fraude fiscale et l'évasion fiscale des multinationales et des grandes fortunes. Avoir une fiscalité allégée pour tous (y compris sur la TVA) mais garder une progressivité en fonction des revenus, avec un ISF rétabli, mais plus soft (parce que tout le monde en a assez d'être ponctionné par l'Etat, les pauvres, classes moyennes comme les riches : défiance par rapport à l'utilisation de l'argent. Le ""consentement à l'impôt"" est aujourd'hui une formule vide de sens. Taxer les transactions boursières, mais là encore, avec un taux très faible, pour qu'il soit accepté.  Créer des appels à contribution ciblés, façon crowfunding, pour financer des services publics : postes d'infirmiers, médecins, éducateurs spécialisés, création d'écoles, entretien des routes, aménagement de piste cyclable... Avec exposition du projet, coût estimé, contributions versées, suivi du projet (photos), remerciement des donateurs lorsque l'objectif est atteint et le projet concrétisé. On sous-estime énormément la générosité des citoyens pour la contribution au bien-être collectif. Les gens préfèrent soutenir des projets que de donner leur argent (toujours plus) à l’État qui ensuite le dépense manifestement mal, parce qu'on paie toujours plus, que les dettes ne se résorbent pas et que les services publics sont en piteux état."	FI8	1
5359	3-50811	Exemples concrets d'usage	Une information localisée, peut être par mail,  qu'est ce qui se fait dans la commune grâce aux impôts ?	FI7	2
5360	3-50811	Par affichage ou réunion en mairie	Une information localisée, peut être par mail,  qu'est ce qui se fait dans la commune grâce aux impôts ?	FI7	1
5361	3-50811	Par courrier, mail	Une information localisée, peut être par mail,  qu'est ce qui se fait dans la commune grâce aux impôts ?	FI7	3
5362	3-50811	Répartition dépenses, recettes	Une information localisée, peut être par mail,  qu'est ce qui se fait dans la commune grâce aux impôts ?	FI7	1
5363	3-50812	Simplifier	la clarifier	FI8	3
5364	3-50819	Impôt symbolique pour tous	que chacun participe selon ses moyens	FI8	2
5365	3-50819	Sans effet de seuil	que chacun participe selon ses moyens	FI8	1
5366	3-50819	Taux IR égal pour tous	que chacun participe selon ses moyens	FI8	2
5367	3-50875	Impôt symbolique pour tous	FAIRE PAYER TOUS LES CONTRIBUABLES SANS EXCEPTION PAR SOLIDARITE NATIONALE MEME SI LE MONTANT DE L'IMPOT EST FAIBLE.TROP PEU DE FRANCAIS PAIENT DES IMPOTS.IL FAUT ELARGIR L'ASSIETTE PAR JUSTICE FISCALE	FI8	4
5368	3-50875	P + de tranches IR progressives	FAIRE PAYER TOUS LES CONTRIBUABLES SANS EXCEPTION PAR SOLIDARITE NATIONALE MEME SI LE MONTANT DE L'IMPOT EST FAIBLE.TROP PEU DE FRANCAIS PAIENT DES IMPOTS.IL FAUT ELARGIR L'ASSIETTE PAR JUSTICE FISCALE	FI8	1
5369	3-50887	Lutte évasion, fraude, optimisation	Rétablir l'ISF, lutter contre l'évasion fiscale	FI8	3
5370	3-50887	Rétablir ISF	Rétablir l'ISF, lutter contre l'évasion fiscale	FI8	3
5371	3-50899	Impôt symbolique pour tous	Taxer TOUS les revenus quels qu' ils soient mais proportionnellement et LUTTE sans merci contre la fraude, l'évasion fiscale,le blanchiment d'argent etc.	FI8	1
5372	3-50899	Lutte évasion, fraude, optimisation	Taxer TOUS les revenus quels qu' ils soient mais proportionnellement et LUTTE sans merci contre la fraude, l'évasion fiscale,le blanchiment d'argent etc.	FI8	3
