	contribution	tag	corpus	id_elf	count
910	1-2941	Moins de clientélisme	"-A- NE PAS OUBLIER QUE LA LOI DE 1905 DOIT ETRE LUE A L’AUNE DES PRINCIPES FONDAMENTAUX    Le Président n’a pas été élu  philosophe en chef de la Nation et en tant que garant des institutions et de la Constitution, il n’a pas à déclarer que si l’Etat est laïque, la société est multi-confessionnelle.  •	L’article 1 de la Constitution  dispose que la République (notion plus large que les institutions ou que l’ETAT) est laïque  et le préambule de la Constitution fonde la conception française de la nation et du Peuple  sur  la citoyenneté d’individus égaux en droits et en devoirs :  des citoyens  donc et donc encore, pas des membres de telle ou telle confession ou ethnie.  La société française n’est en conséquence pas multiconfessionnelle, elle a une structuration laïque   La laïcité n’est pas l’alpha et l’omega de la République française, elle est en la pierre angulaire   •	La laïcité ne résulte pas uniquement de la loi de 1905, elle s’articule avec les principes fondamentaux qui lui sont d’ailleurs juridiquement supérieurs  et la liberté d’expression religieuse n’est pas une liberté absolue supérieure aux autres droits et libertés fondamentaux •	l’Ordre Public prévu  comme limite à la liberté d’expression religieuse n’est pas seulement , comme d’aucuns le soutiennent fallacieusement, uniquement sécuritaire , il est aussi protecteur de telle sorte que toute idéologie fût-elle religieuse prônant par exemple la discrimination basée sur le genre  ou incitant à la haine raciale est illégale et les auteurs de prêches, publications, déclarations, « posts » antisémites, racistes  (« sale français » par ex est bien une insulte à caractère racial) doivent être poursuivis    Donc,   -B- Toucher  à la loi de 1905  est une ligne rouge pour bien des républicains défendant la conception classique de la république.  Nous sommes nombreux, de droite , de gauche, du centre à faire sans cesse barrage au RN… que l’Exécutif touche à la laïcité ou veuille adopter le modèle américain (pas même Histoire, pas même partition confessionalo-ethnique du peuple intégralement sauf les pauvres survivants héritiers indiens, migrants )  ou continue de faire des leçons qui sont un  méli-mélo historico pseudo  philosophique  et nous ne pourrons plus suivre  c’est à dire faire barrage aux partis extremistes    Défendre un modèle à l’anglo-saxonne  ou évoquer le multiculturalisme à l’heure ou l’idéologie islamiste (totalitaire, antirépublicaine, oppressive ) a réduit les cultures de gens aux origines diverses à la seule dimension religieuse sauce salafiste  (Adieu arts, Histoires, Civilisations diverses) d’une oumma mondiale fantasmatique est insupportable et totalement contraire au modèle et pari républicain français . Il provoque en outre la résurgence de délires identitaires chrétiens d’extrême droite    -D- Donner instructions , dans le cadre d’une politique criminelle générale, aux préfets et procureurs de poursuivre les auteurs  et/ou sites de propos séditieux, haineux, antisémites, menaçants  ( ex le CCIF , Hallal.com) , racistes ( CIVitas par ex)  et dissoudre les ligues et assimilés dont l’objet est antirépublicain.  Ordonner l’expulsion des prêcheurs de haine étrangers.   -E- Vérifier scrupuleusement si les partis confessionnels qui se sont crées ( les musulmans de France ou Civitas par ex) sont conformes à la Constitution et au besoin, ordonner leur dissolution.   -F- Nécessité pour l’Exécutif d’être moins ambigu et lâche sur la défense de la laïcité :  ex : pas un mot du chef de l’Etat sur Charlie Hebdo ou son ex –journaliste toujours menacés de mort.  Ce silence assourdisssant est non seulement choquant , il profite en outre et aux fascistes islamistes et aux fascistes d’extrême droite."	DC13	1
911	1-2941	Pas de prêche en langue étrangère	"-A- NE PAS OUBLIER QUE LA LOI DE 1905 DOIT ETRE LUE A L’AUNE DES PRINCIPES FONDAMENTAUX    Le Président n’a pas été élu  philosophe en chef de la Nation et en tant que garant des institutions et de la Constitution, il n’a pas à déclarer que si l’Etat est laïque, la société est multi-confessionnelle.  •	L’article 1 de la Constitution  dispose que la République (notion plus large que les institutions ou que l’ETAT) est laïque  et le préambule de la Constitution fonde la conception française de la nation et du Peuple  sur  la citoyenneté d’individus égaux en droits et en devoirs :  des citoyens  donc et donc encore, pas des membres de telle ou telle confession ou ethnie.  La société française n’est en conséquence pas multiconfessionnelle, elle a une structuration laïque   La laïcité n’est pas l’alpha et l’omega de la République française, elle est en la pierre angulaire   •	La laïcité ne résulte pas uniquement de la loi de 1905, elle s’articule avec les principes fondamentaux qui lui sont d’ailleurs juridiquement supérieurs  et la liberté d’expression religieuse n’est pas une liberté absolue supérieure aux autres droits et libertés fondamentaux •	l’Ordre Public prévu  comme limite à la liberté d’expression religieuse n’est pas seulement , comme d’aucuns le soutiennent fallacieusement, uniquement sécuritaire , il est aussi protecteur de telle sorte que toute idéologie fût-elle religieuse prônant par exemple la discrimination basée sur le genre  ou incitant à la haine raciale est illégale et les auteurs de prêches, publications, déclarations, « posts » antisémites, racistes  (« sale français » par ex est bien une insulte à caractère racial) doivent être poursuivis    Donc,   -B- Toucher  à la loi de 1905  est une ligne rouge pour bien des républicains défendant la conception classique de la république.  Nous sommes nombreux, de droite , de gauche, du centre à faire sans cesse barrage au RN… que l’Exécutif touche à la laïcité ou veuille adopter le modèle américain (pas même Histoire, pas même partition confessionalo-ethnique du peuple intégralement sauf les pauvres survivants héritiers indiens, migrants )  ou continue de faire des leçons qui sont un  méli-mélo historico pseudo  philosophique  et nous ne pourrons plus suivre  c’est à dire faire barrage aux partis extremistes    Défendre un modèle à l’anglo-saxonne  ou évoquer le multiculturalisme à l’heure ou l’idéologie islamiste (totalitaire, antirépublicaine, oppressive ) a réduit les cultures de gens aux origines diverses à la seule dimension religieuse sauce salafiste  (Adieu arts, Histoires, Civilisations diverses) d’une oumma mondiale fantasmatique est insupportable et totalement contraire au modèle et pari républicain français . Il provoque en outre la résurgence de délires identitaires chrétiens d’extrême droite    -D- Donner instructions , dans le cadre d’une politique criminelle générale, aux préfets et procureurs de poursuivre les auteurs  et/ou sites de propos séditieux, haineux, antisémites, menaçants  ( ex le CCIF , Hallal.com) , racistes ( CIVitas par ex)  et dissoudre les ligues et assimilés dont l’objet est antirépublicain.  Ordonner l’expulsion des prêcheurs de haine étrangers.   -E- Vérifier scrupuleusement si les partis confessionnels qui se sont crées ( les musulmans de France ou Civitas par ex) sont conformes à la Constitution et au besoin, ordonner leur dissolution.   -F- Nécessité pour l’Exécutif d’être moins ambigu et lâche sur la défense de la laïcité :  ex : pas un mot du chef de l’Etat sur Charlie Hebdo ou son ex –journaliste toujours menacés de mort.  Ce silence assourdisssant est non seulement choquant , il profite en outre et aux fascistes islamistes et aux fascistes d’extrême droite."	DC13	1
912	1-29414	Application loi 1905	Laîcité ouverte et que l'Etat ne finance aucune religion. Avec des gardes-fous (notamment sur le programme de base) , laisser se développer des écoles confessionnelles	DC13	1
913	1-29414	Aucun financement par l'Etat	Laîcité ouverte et que l'Etat ne finance aucune religion. Avec des gardes-fous (notamment sur le programme de base) , laisser se développer des écoles confessionnelles	DC13	6
914	1-29414	Lutte contre extrémismes	Laîcité ouverte et que l'Etat ne finance aucune religion. Avec des gardes-fous (notamment sur le programme de base) , laisser se développer des écoles confessionnelles	DC13	1
915	1-29414	Statut des écoles religieuses	Laîcité ouverte et que l'Etat ne finance aucune religion. Avec des gardes-fous (notamment sur le programme de base) , laisser se développer des écoles confessionnelles	DC13	4
916	1-29429	Condamnation des atteintes à la laïcité	Lorsque je mange de la viande Hallal, je ne me souviens plus que je suis dans un pays laïque ! (et je souligne que je ne suis pas de l'extrême droite, évitons l'amalgame)	DC13	1
917	1-29429	Pas de menu religieux	Lorsque je mange de la viande Hallal, je ne me souviens plus que je suis dans un pays laïque ! (et je souligne que je ne suis pas de l'extrême droite, évitons l'amalgame)	DC13	3
918	1-29429	Préserver les coutumes françaises	Lorsque je mange de la viande Hallal, je ne me souviens plus que je suis dans un pays laïque ! (et je souligne que je ne suis pas de l'extrême droite, évitons l'amalgame)	DC13	1
919	1-29448	Y Rien	Rien.	DC13	3
920	1-29455	Y Rien	Rien	DC13	3
921	1-29510	Y Rien	RAS	DC13	3
922	1-29545	Y Rien	Je ne sais pas.	DC13	1
923	1-29595	Application loi 1905	Il faut tout simplement faire appliquer les lois existantes. Le problème n'est pas une absence de loi mais une mauvaise application de la réglementation existante. J'ajouterais qu'il faut protéger le pays de l'influence de puissances étrangères. L'état doit pouvoir interdire certaines pratiques inacceptables comme l'abattage rituel. Si la République est laïque, l'Etat ne doit pas oublier les racines chrétiennes de la France. Enfin, il serait intéressant de créer un Conseil des Sages composé de représentants de toutes les confessions et philosophies représentatives. Ce Conseil des Sages aurait pour mission de travailler à rechercher les points de convergence entre les différentes Confessions et organiserait les échanges, serait consulter notamment en ce qui concerne l'application du principe de Laïcité. Il aurait également un rôle d'arbitrage et de résolution des conflits entre les communautés. Enfin il aurait comme mission de rapprocher les communautés par la recherche des dénominateurs communs.	DC13	1
924	1-29595	Plus de dialogue	Il faut tout simplement faire appliquer les lois existantes. Le problème n'est pas une absence de loi mais une mauvaise application de la réglementation existante. J'ajouterais qu'il faut protéger le pays de l'influence de puissances étrangères. L'état doit pouvoir interdire certaines pratiques inacceptables comme l'abattage rituel. Si la République est laïque, l'Etat ne doit pas oublier les racines chrétiennes de la France. Enfin, il serait intéressant de créer un Conseil des Sages composé de représentants de toutes les confessions et philosophies représentatives. Ce Conseil des Sages aurait pour mission de travailler à rechercher les points de convergence entre les différentes Confessions et organiserait les échanges, serait consulter notamment en ce qui concerne l'application du principe de Laïcité. Il aurait également un rôle d'arbitrage et de résolution des conflits entre les communautés. Enfin il aurait comme mission de rapprocher les communautés par la recherche des dénominateurs communs.	DC13	1
925	1-29595	Préserver les coutumes françaises	Il faut tout simplement faire appliquer les lois existantes. Le problème n'est pas une absence de loi mais une mauvaise application de la réglementation existante. J'ajouterais qu'il faut protéger le pays de l'influence de puissances étrangères. L'état doit pouvoir interdire certaines pratiques inacceptables comme l'abattage rituel. Si la République est laïque, l'Etat ne doit pas oublier les racines chrétiennes de la France. Enfin, il serait intéressant de créer un Conseil des Sages composé de représentants de toutes les confessions et philosophies représentatives. Ce Conseil des Sages aurait pour mission de travailler à rechercher les points de convergence entre les différentes Confessions et organiserait les échanges, serait consulter notamment en ce qui concerne l'application du principe de Laïcité. Il aurait également un rôle d'arbitrage et de résolution des conflits entre les communautés. Enfin il aurait comme mission de rapprocher les communautés par la recherche des dénominateurs communs.	DC13	1
926	1-29595	Réduire financements étrangers	Il faut tout simplement faire appliquer les lois existantes. Le problème n'est pas une absence de loi mais une mauvaise application de la réglementation existante. J'ajouterais qu'il faut protéger le pays de l'influence de puissances étrangères. L'état doit pouvoir interdire certaines pratiques inacceptables comme l'abattage rituel. Si la République est laïque, l'Etat ne doit pas oublier les racines chrétiennes de la France. Enfin, il serait intéressant de créer un Conseil des Sages composé de représentants de toutes les confessions et philosophies représentatives. Ce Conseil des Sages aurait pour mission de travailler à rechercher les points de convergence entre les différentes Confessions et organiserait les échanges, serait consulter notamment en ce qui concerne l'application du principe de Laïcité. Il aurait également un rôle d'arbitrage et de résolution des conflits entre les communautés. Enfin il aurait comme mission de rapprocher les communautés par la recherche des dénominateurs communs.	DC13	1
927	1-29743	Y Rien	Je ne sais pas.	DC13	1
928	1-29815	Y Rien	ras	DC13	3
929	1-29946	Application loi 1905	les religions dans notre pays doivent rester à leur place et la LAÏCITÉ  imposée partout Par contre ne pas oublier nos racines judeo chrétiennes, les autres religions et la laïcité doivent les respecter ( fetes religieuses crèches à Noel..) c est quand même nos racines	DC13	2
930	1-29946	Loi de la République avant celles de la religion	les religions dans notre pays doivent rester à leur place et la LAÏCITÉ  imposée partout Par contre ne pas oublier nos racines judeo chrétiennes, les autres religions et la laïcité doivent les respecter ( fetes religieuses crèches à Noel..) c est quand même nos racines	DC13	1
931	1-29946	Préserver les coutumes françaises	les religions dans notre pays doivent rester à leur place et la LAÏCITÉ  imposée partout Par contre ne pas oublier nos racines judeo chrétiennes, les autres religions et la laïcité doivent les respecter ( fetes religieuses crèches à Noel..) c est quand même nos racines	DC13	5
932	1-29946	Redonner un aspect privé à la religion	les religions dans notre pays doivent rester à leur place et la LAÏCITÉ  imposée partout Par contre ne pas oublier nos racines judeo chrétiennes, les autres religions et la laïcité doivent les respecter ( fetes religieuses crèches à Noel..) c est quand même nos racines	DC13	1
933	1-29946	Séparation stricte Etat-religions	les religions dans notre pays doivent rester à leur place et la LAÏCITÉ  imposée partout Par contre ne pas oublier nos racines judeo chrétiennes, les autres religions et la laïcité doivent les respecter ( fetes religieuses crèches à Noel..) c est quand même nos racines	DC13	2
934	1-29983	Application loi 1905	Plus de répression sans se faire traiter de raciste	DC13	1
935	1-29983	Condamnation des atteintes à la laïcité	Plus de répression sans se faire traiter de raciste	DC13	4
936	1-29986	Application loi 1905	La loi de 1905 suffit	DC13	3
937	1-30114	Loi de la République avant celles de la religion	Une relation entre l’État et les religions qui soit sereine, apaisée, ouverte mais aussi exigeante, sans concessions et assez autoritaire pour être respectée de tous.	DC13	1
938	1-30114	Pas de laïcité extrême	Une relation entre l’État et les religions qui soit sereine, apaisée, ouverte mais aussi exigeante, sans concessions et assez autoritaire pour être respectée de tous.	DC13	1
939	1-30114	Plus de dialogue	Une relation entre l’État et les religions qui soit sereine, apaisée, ouverte mais aussi exigeante, sans concessions et assez autoritaire pour être respectée de tous.	DC13	2
940	1-30139	Application loi 1905	Les principes de la laicité n'ont selon moi pas à être renforcés. La liberté de culte doit être maintenue dans le respect de la loi de 1905. Un cours d'éducation aux valeurs spirituelles, religieuses et au respect de la nature inclus dans le cours d'histoire-géographie  me semblerait être une bonne initiative, mais le fait religieux ne doit pas être mis en avance plus que les autres.	DC13	6
941	1-30139	Garantir la liberté de culte	Les principes de la laicité n'ont selon moi pas à être renforcés. La liberté de culte doit être maintenue dans le respect de la loi de 1905. Un cours d'éducation aux valeurs spirituelles, religieuses et au respect de la nature inclus dans le cours d'histoire-géographie  me semblerait être une bonne initiative, mais le fait religieux ne doit pas être mis en avance plus que les autres.	DC13	5
942	1-30139	Plus d'éducation	Les principes de la laicité n'ont selon moi pas à être renforcés. La liberté de culte doit être maintenue dans le respect de la loi de 1905. Un cours d'éducation aux valeurs spirituelles, religieuses et au respect de la nature inclus dans le cours d'histoire-géographie  me semblerait être une bonne initiative, mais le fait religieux ne doit pas être mis en avance plus que les autres.	DC13	4
943	1-30139	Stop prosélytisme	Les principes de la laicité n'ont selon moi pas à être renforcés. La liberté de culte doit être maintenue dans le respect de la loi de 1905. Un cours d'éducation aux valeurs spirituelles, religieuses et au respect de la nature inclus dans le cours d'histoire-géographie  me semblerait être une bonne initiative, mais le fait religieux ne doit pas être mis en avance plus que les autres.	DC13	1
944	1-30139	Y Rien	Les principes de la laicité n'ont selon moi pas à être renforcés. La liberté de culte doit être maintenue dans le respect de la loi de 1905. Un cours d'éducation aux valeurs spirituelles, religieuses et au respect de la nature inclus dans le cours d'histoire-géographie  me semblerait être une bonne initiative, mais le fait religieux ne doit pas être mis en avance plus que les autres.	DC13	2
945	1-30195	Aucun signe ostentatoire (croix, voile, kippa...)	Aucun signe de religion dans tous les lieux publics pour que la laïcité soit respectée	DC13	3
946	1-30195	Redonner un aspect privé à la religion	Aucun signe de religion dans tous les lieux publics pour que la laïcité soit respectée	DC13	1
947	1-30227	Y Rien	rien	DC13	3
948	1-30318	Y Rien	Pas d'avis	DC13	1
949	1-30352	Y Rien	Pas d'avis	DC13	1
950	1-30417	Y Rien	Rien	DC13	3
951	1-30429	Y Rien	Pas d'avis	DC13	1
952	1-30473	Y Rien	Rien	DC13	3
953	1-30474	Encadrer formation imams	Il nous faudra appeler un chat un chat. L'islam radical gagne du terrain. Lutter contre l'ingérance de  pays intégristes qui souhaitent imposer une religion quitte à ne plus respecter les lois de la république ou du bien vivre ensemble,  surveiller les fonds des mosquées, améliorer la connaissance de l'information pour éviter les infox, former les imams en France, augmenter le service national obligatoire.  Chacun doit pouvoir pratiquer sa religion, et ne l'imposer à personne,dans les limites du respect de la république.	DC13	4
954	1-30474	Garantir la liberté de culte	Il nous faudra appeler un chat un chat. L'islam radical gagne du terrain. Lutter contre l'ingérance de  pays intégristes qui souhaitent imposer une religion quitte à ne plus respecter les lois de la république ou du bien vivre ensemble,  surveiller les fonds des mosquées, améliorer la connaissance de l'information pour éviter les infox, former les imams en France, augmenter le service national obligatoire.  Chacun doit pouvoir pratiquer sa religion, et ne l'imposer à personne,dans les limites du respect de la république.	DC13	2
955	1-30474	Idée marquée	Il nous faudra appeler un chat un chat. L'islam radical gagne du terrain. Lutter contre l'ingérance de  pays intégristes qui souhaitent imposer une religion quitte à ne plus respecter les lois de la république ou du bien vivre ensemble,  surveiller les fonds des mosquées, améliorer la connaissance de l'information pour éviter les infox, former les imams en France, augmenter le service national obligatoire.  Chacun doit pouvoir pratiquer sa religion, et ne l'imposer à personne,dans les limites du respect de la république.	DC13	1
956	1-30474	Loi de la République avant celles de la religion	Il nous faudra appeler un chat un chat. L'islam radical gagne du terrain. Lutter contre l'ingérance de  pays intégristes qui souhaitent imposer une religion quitte à ne plus respecter les lois de la république ou du bien vivre ensemble,  surveiller les fonds des mosquées, améliorer la connaissance de l'information pour éviter les infox, former les imams en France, augmenter le service national obligatoire.  Chacun doit pouvoir pratiquer sa religion, et ne l'imposer à personne,dans les limites du respect de la république.	DC13	3
957	1-30474	Lutte contre extrémismes	Il nous faudra appeler un chat un chat. L'islam radical gagne du terrain. Lutter contre l'ingérance de  pays intégristes qui souhaitent imposer une religion quitte à ne plus respecter les lois de la république ou du bien vivre ensemble,  surveiller les fonds des mosquées, améliorer la connaissance de l'information pour éviter les infox, former les imams en France, augmenter le service national obligatoire.  Chacun doit pouvoir pratiquer sa religion, et ne l'imposer à personne,dans les limites du respect de la république.	DC13	4
958	1-30474	Même traitement pour toutes les religions	Il nous faudra appeler un chat un chat. L'islam radical gagne du terrain. Lutter contre l'ingérance de  pays intégristes qui souhaitent imposer une religion quitte à ne plus respecter les lois de la république ou du bien vivre ensemble,  surveiller les fonds des mosquées, améliorer la connaissance de l'information pour éviter les infox, former les imams en France, augmenter le service national obligatoire.  Chacun doit pouvoir pratiquer sa religion, et ne l'imposer à personne,dans les limites du respect de la république.	DC13	1
959	1-30474	Pas d'imposition des valeurs	Il nous faudra appeler un chat un chat. L'islam radical gagne du terrain. Lutter contre l'ingérance de  pays intégristes qui souhaitent imposer une religion quitte à ne plus respecter les lois de la république ou du bien vivre ensemble,  surveiller les fonds des mosquées, améliorer la connaissance de l'information pour éviter les infox, former les imams en France, augmenter le service national obligatoire.  Chacun doit pouvoir pratiquer sa religion, et ne l'imposer à personne,dans les limites du respect de la république.	DC13	1
960	1-30474	Plus d'éducation	Il nous faudra appeler un chat un chat. L'islam radical gagne du terrain. Lutter contre l'ingérance de  pays intégristes qui souhaitent imposer une religion quitte à ne plus respecter les lois de la république ou du bien vivre ensemble,  surveiller les fonds des mosquées, améliorer la connaissance de l'information pour éviter les infox, former les imams en France, augmenter le service national obligatoire.  Chacun doit pouvoir pratiquer sa religion, et ne l'imposer à personne,dans les limites du respect de la république.	DC13	2
961	1-30474	Réduire financements étrangers	Il nous faudra appeler un chat un chat. L'islam radical gagne du terrain. Lutter contre l'ingérance de  pays intégristes qui souhaitent imposer une religion quitte à ne plus respecter les lois de la république ou du bien vivre ensemble,  surveiller les fonds des mosquées, améliorer la connaissance de l'information pour éviter les infox, former les imams en France, augmenter le service national obligatoire.  Chacun doit pouvoir pratiquer sa religion, et ne l'imposer à personne,dans les limites du respect de la république.	DC13	4
962	1-30484	Application loi 1905	Appliquer la loi de manière juste mais ferme.	DC13	3
963	1-30484	Condamnation des atteintes à la laïcité	Appliquer la loi de manière juste mais ferme.	DC13	1
964	1-30513	Y Rien	nsp	DC13	1
965	1-30771	Application loi 1905	Une application stricte et claire des lois existantes sur la laïcité. Une justice efficace qui dispose des moyens nécessaires pour fonctionner rapidement et efficacement, (et qui disposerait de meilleures garanties d'indépendance par rapport à l'exécutif...) Derrière cette question se pose la question des replis identitaires sur divers fondamentalismes religieux qui occupent le vide laissé par l'absence de projet social émancipateur et fédérateur de la part du gouvernement. Une société vouée au culte de la consommation ne peut pas corroder l'emprise des fondamentalismes religieux, elle n'offre aucun rêve, aucun projet et aucune valeur spirituelle susceptible de concurrencer les religions. Comment peut-elle défendre un principe de laïcité avec aussi peu d'arguments? Le réveil d'un véritable projet démocratique serait le plus à même de donner de la force et de la crédibilité aux principes de notre société.	DC13	5
966	1-30771	Condamnation des atteintes à la laïcité	Une application stricte et claire des lois existantes sur la laïcité. Une justice efficace qui dispose des moyens nécessaires pour fonctionner rapidement et efficacement, (et qui disposerait de meilleures garanties d'indépendance par rapport à l'exécutif...) Derrière cette question se pose la question des replis identitaires sur divers fondamentalismes religieux qui occupent le vide laissé par l'absence de projet social émancipateur et fédérateur de la part du gouvernement. Une société vouée au culte de la consommation ne peut pas corroder l'emprise des fondamentalismes religieux, elle n'offre aucun rêve, aucun projet et aucune valeur spirituelle susceptible de concurrencer les religions. Comment peut-elle défendre un principe de laïcité avec aussi peu d'arguments? Le réveil d'un véritable projet démocratique serait le plus à même de donner de la force et de la crédibilité aux principes de notre société.	DC13	2
967	1-30771	Idée marquée	Une application stricte et claire des lois existantes sur la laïcité. Une justice efficace qui dispose des moyens nécessaires pour fonctionner rapidement et efficacement, (et qui disposerait de meilleures garanties d'indépendance par rapport à l'exécutif...) Derrière cette question se pose la question des replis identitaires sur divers fondamentalismes religieux qui occupent le vide laissé par l'absence de projet social émancipateur et fédérateur de la part du gouvernement. Une société vouée au culte de la consommation ne peut pas corroder l'emprise des fondamentalismes religieux, elle n'offre aucun rêve, aucun projet et aucune valeur spirituelle susceptible de concurrencer les religions. Comment peut-elle défendre un principe de laïcité avec aussi peu d'arguments? Le réveil d'un véritable projet démocratique serait le plus à même de donner de la force et de la crédibilité aux principes de notre société.	DC13	2
968	1-30771	Loi de la République avant celles de la religion	Une application stricte et claire des lois existantes sur la laïcité. Une justice efficace qui dispose des moyens nécessaires pour fonctionner rapidement et efficacement, (et qui disposerait de meilleures garanties d'indépendance par rapport à l'exécutif...) Derrière cette question se pose la question des replis identitaires sur divers fondamentalismes religieux qui occupent le vide laissé par l'absence de projet social émancipateur et fédérateur de la part du gouvernement. Une société vouée au culte de la consommation ne peut pas corroder l'emprise des fondamentalismes religieux, elle n'offre aucun rêve, aucun projet et aucune valeur spirituelle susceptible de concurrencer les religions. Comment peut-elle défendre un principe de laïcité avec aussi peu d'arguments? Le réveil d'un véritable projet démocratique serait le plus à même de donner de la force et de la crédibilité aux principes de notre société.	DC13	1
969	1-30835	Application loi 1905	respect absolu de la loi de 1905.	DC13	3
970	1-30838	Y Rien	Je ne sais pas.	DC13	1
971	1-30890	Encadrer formation imams	Chaque dirigeant religieux doit être formé en France aux règles  républicaines et laïques. On ne doit jamais brader notre nation pour des intérêts économiques. C'est ce qu'on a fait et nous en avons perdu notre fierté.  Mieux contrôler! Et suivre .	DC13	3
972	1-30890	Loi de la République avant celles de la religion	Chaque dirigeant religieux doit être formé en France aux règles  républicaines et laïques. On ne doit jamais brader notre nation pour des intérêts économiques. C'est ce qu'on a fait et nous en avons perdu notre fierté.  Mieux contrôler! Et suivre .	DC13	1
973	1-30890	Moins de clientélisme	Chaque dirigeant religieux doit être formé en France aux règles  républicaines et laïques. On ne doit jamais brader notre nation pour des intérêts économiques. C'est ce qu'on a fait et nous en avons perdu notre fierté.  Mieux contrôler! Et suivre .	DC13	1
974	1-30890	Réduire financements étrangers	Chaque dirigeant religieux doit être formé en France aux règles  républicaines et laïques. On ne doit jamais brader notre nation pour des intérêts économiques. C'est ce qu'on a fait et nous en avons perdu notre fierté.  Mieux contrôler! Et suivre .	DC13	3
975	1-31033	Application loi 1905	"Les lois doivent être appliquées. La laïcité est LA ""religion"" française. Aucun passe droit pour aucune religion."	DC13	4
976	1-31033	Loi de la République avant celles de la religion	"Les lois doivent être appliquées. La laïcité est LA ""religion"" française. Aucun passe droit pour aucune religion."	DC13	1
977	1-31033	Y Rien	"Les lois doivent être appliquées. La laïcité est LA ""religion"" française. Aucun passe droit pour aucune religion."	DC13	1
978	1-31078	Application loi 1905	La laïcité doit être maintenu mais la capacité de certaines religion à la mettre à mal est déconcertante et nous rend méfiant. Derrière laïcité, il n'y a pas le mot athée. Il faut conserver au plus haut niveau de l'état des contacts privilégiés avec les grandes religions	DC13	2
979	1-31078	Garantir la liberté de culte	La laïcité doit être maintenu mais la capacité de certaines religion à la mettre à mal est déconcertante et nous rend méfiant. Derrière laïcité, il n'y a pas le mot athée. Il faut conserver au plus haut niveau de l'état des contacts privilégiés avec les grandes religions	DC13	1
980	1-31078	Loi de la République avant celles de la religion	La laïcité doit être maintenu mais la capacité de certaines religion à la mettre à mal est déconcertante et nous rend méfiant. Derrière laïcité, il n'y a pas le mot athée. Il faut conserver au plus haut niveau de l'état des contacts privilégiés avec les grandes religions	DC13	1
981	1-31078	Moins de clientélisme	La laïcité doit être maintenu mais la capacité de certaines religion à la mettre à mal est déconcertante et nous rend méfiant. Derrière laïcité, il n'y a pas le mot athée. Il faut conserver au plus haut niveau de l'état des contacts privilégiés avec les grandes religions	DC13	1
982	1-31078	Même traitement pour toutes les religions	La laïcité doit être maintenu mais la capacité de certaines religion à la mettre à mal est déconcertante et nous rend méfiant. Derrière laïcité, il n'y a pas le mot athée. Il faut conserver au plus haut niveau de l'état des contacts privilégiés avec les grandes religions	DC13	1
983	1-31078	Pas de laïcité extrême	La laïcité doit être maintenu mais la capacité de certaines religion à la mettre à mal est déconcertante et nous rend méfiant. Derrière laïcité, il n'y a pas le mot athée. Il faut conserver au plus haut niveau de l'état des contacts privilégiés avec les grandes religions	DC13	2
984	1-31078	Plus de dialogue	La laïcité doit être maintenu mais la capacité de certaines religion à la mettre à mal est déconcertante et nous rend méfiant. Derrière laïcité, il n'y a pas le mot athée. Il faut conserver au plus haut niveau de l'état des contacts privilégiés avec les grandes religions	DC13	2
985	1-31078	Séparation stricte Etat-religions	La laïcité doit être maintenu mais la capacité de certaines religion à la mettre à mal est déconcertante et nous rend méfiant. Derrière laïcité, il n'y a pas le mot athée. Il faut conserver au plus haut niveau de l'état des contacts privilégiés avec les grandes religions	DC13	2
986	1-3114	Y Rien	Rien	DC13	3
987	1-31181	Application loi 1905	imposer la laïcité à l'école	DC13	2
988	1-31181	Aucun signe ostentatoire (croix, voile, kippa...)	imposer la laïcité à l'école	DC13	2
989	1-31181	Lutte communautarisme	imposer la laïcité à l'école	DC13	1
990	1-31181	Plus d'éducation	imposer la laïcité à l'école	DC13	1
991	1-31181	Statut des écoles religieuses	imposer la laïcité à l'école	DC13	1
992	1-31181	Stop prosélytisme	imposer la laïcité à l'école	DC13	1
993	1-31199	Y Rien	RAS	DC13	3
994	1-31236	Application loi 1905	"Application d'une vraie laïcité, suppression. Interdiction des frères musulmans et de leurs représentants français de l'UOIF. Interdiction des signes religieux dans l'espace publique. Fin de la propagande scolaire, notablement par le biais de professeurs marqués a gauche, d'une laïcité ""tolérante"" envers l'islam. De nombreuses études montrant que les nombreux problèmes de laïcité a l'école sont dues a cette religion."	DC13	2
995	1-31236	Aucun signe ostentatoire (croix, voile, kippa...)	"Application d'une vraie laïcité, suppression. Interdiction des frères musulmans et de leurs représentants français de l'UOIF. Interdiction des signes religieux dans l'espace publique. Fin de la propagande scolaire, notablement par le biais de professeurs marqués a gauche, d'une laïcité ""tolérante"" envers l'islam. De nombreuses études montrant que les nombreux problèmes de laïcité a l'école sont dues a cette religion."	DC13	6
996	1-31236	Lutte contre extrémismes	"Application d'une vraie laïcité, suppression. Interdiction des frères musulmans et de leurs représentants français de l'UOIF. Interdiction des signes religieux dans l'espace publique. Fin de la propagande scolaire, notablement par le biais de professeurs marqués a gauche, d'une laïcité ""tolérante"" envers l'islam. De nombreuses études montrant que les nombreux problèmes de laïcité a l'école sont dues a cette religion."	DC13	1
