	contribution	tag	corpus	question	count
820	1-29376	Application loi 1905	l'Etat ne doit pas se méler des religions la République Française est laîque!!!	127	2
821	1-29376	Aucun financement par l'Etat	l'Etat ne doit pas se méler des religions la République Française est laîque!!!	127	1
822	1-29376	Séparation stricte Etat-religions	l'Etat ne doit pas se méler des religions la République Française est laîque!!!	127	3
823	1-29398	Encadrer formation imams	arrêter de permettre aux autres pays qui squatte notre pays d'imposer leur religion avec leur mosquées et autres.	127	2
824	1-29398	Même traitement pour toutes les religions	arrêter de permettre aux autres pays qui squatte notre pays d'imposer leur religion avec leur mosquées et autres.	127	1
825	1-29398	Pas d'imposition des valeurs	arrêter de permettre aux autres pays qui squatte notre pays d'imposer leur religion avec leur mosquées et autres.	127	2
826	1-29398	Préserver les coutumes françaises	arrêter de permettre aux autres pays qui squatte notre pays d'imposer leur religion avec leur mosquées et autres.	127	1
827	1-29398	Réduire financements étrangers	arrêter de permettre aux autres pays qui squatte notre pays d'imposer leur religion avec leur mosquées et autres.	127	5
828	1-29398	Stop prosélytisme	arrêter de permettre aux autres pays qui squatte notre pays d'imposer leur religion avec leur mosquées et autres.	127	1
829	1-2941	Application loi 1905	"-A- NE PAS OUBLIER QUE LA LOI DE 1905 DOIT ETRE LUE A L’AUNE DES PRINCIPES FONDAMENTAUX    Le Président n’a pas été élu  philosophe en chef de la Nation et en tant que garant des institutions et de la Constitution, il n’a pas à déclarer que si l’Etat est laïque, la société est multi-confessionnelle.  •	L’article 1 de la Constitution  dispose que la République (notion plus large que les institutions ou que l’ETAT) est laïque  et le préambule de la Constitution fonde la conception française de la nation et du Peuple  sur  la citoyenneté d’individus égaux en droits et en devoirs :  des citoyens  donc et donc encore, pas des membres de telle ou telle confession ou ethnie.  La société française n’est en conséquence pas multiconfessionnelle, elle a une structuration laïque   La laïcité n’est pas l’alpha et l’omega de la République française, elle est en la pierre angulaire   •	La laïcité ne résulte pas uniquement de la loi de 1905, elle s’articule avec les principes fondamentaux qui lui sont d’ailleurs juridiquement supérieurs  et la liberté d’expression religieuse n’est pas une liberté absolue supérieure aux autres droits et libertés fondamentaux •	l’Ordre Public prévu  comme limite à la liberté d’expression religieuse n’est pas seulement , comme d’aucuns le soutiennent fallacieusement, uniquement sécuritaire , il est aussi protecteur de telle sorte que toute idéologie fût-elle religieuse prônant par exemple la discrimination basée sur le genre  ou incitant à la haine raciale est illégale et les auteurs de prêches, publications, déclarations, « posts » antisémites, racistes  (« sale français » par ex est bien une insulte à caractère racial) doivent être poursuivis    Donc,   -B- Toucher  à la loi de 1905  est une ligne rouge pour bien des républicains défendant la conception classique de la république.  Nous sommes nombreux, de droite , de gauche, du centre à faire sans cesse barrage au RN… que l’Exécutif touche à la laïcité ou veuille adopter le modèle américain (pas même Histoire, pas même partition confessionalo-ethnique du peuple intégralement sauf les pauvres survivants héritiers indiens, migrants )  ou continue de faire des leçons qui sont un  méli-mélo historico pseudo  philosophique  et nous ne pourrons plus suivre  c’est à dire faire barrage aux partis extremistes    Défendre un modèle à l’anglo-saxonne  ou évoquer le multiculturalisme à l’heure ou l’idéologie islamiste (totalitaire, antirépublicaine, oppressive ) a réduit les cultures de gens aux origines diverses à la seule dimension religieuse sauce salafiste  (Adieu arts, Histoires, Civilisations diverses) d’une oumma mondiale fantasmatique est insupportable et totalement contraire au modèle et pari républicain français . Il provoque en outre la résurgence de délires identitaires chrétiens d’extrême droite    -D- Donner instructions , dans le cadre d’une politique criminelle générale, aux préfets et procureurs de poursuivre les auteurs  et/ou sites de propos séditieux, haineux, antisémites, menaçants  ( ex le CCIF , Hallal.com) , racistes ( CIVitas par ex)  et dissoudre les ligues et assimilés dont l’objet est antirépublicain.  Ordonner l’expulsion des prêcheurs de haine étrangers.   -E- Vérifier scrupuleusement si les partis confessionnels qui se sont crées ( les musulmans de France ou Civitas par ex) sont conformes à la Constitution et au besoin, ordonner leur dissolution.   -F- Nécessité pour l’Exécutif d’être moins ambigu et lâche sur la défense de la laïcité :  ex : pas un mot du chef de l’Etat sur Charlie Hebdo ou son ex –journaliste toujours menacés de mort.  Ce silence assourdisssant est non seulement choquant , il profite en outre et aux fascistes islamistes et aux fascistes d’extrême droite."	127	4
830	1-2941	Condamnation des atteintes à la laïcité	"-A- NE PAS OUBLIER QUE LA LOI DE 1905 DOIT ETRE LUE A L’AUNE DES PRINCIPES FONDAMENTAUX    Le Président n’a pas été élu  philosophe en chef de la Nation et en tant que garant des institutions et de la Constitution, il n’a pas à déclarer que si l’Etat est laïque, la société est multi-confessionnelle.  •	L’article 1 de la Constitution  dispose que la République (notion plus large que les institutions ou que l’ETAT) est laïque  et le préambule de la Constitution fonde la conception française de la nation et du Peuple  sur  la citoyenneté d’individus égaux en droits et en devoirs :  des citoyens  donc et donc encore, pas des membres de telle ou telle confession ou ethnie.  La société française n’est en conséquence pas multiconfessionnelle, elle a une structuration laïque   La laïcité n’est pas l’alpha et l’omega de la République française, elle est en la pierre angulaire   •	La laïcité ne résulte pas uniquement de la loi de 1905, elle s’articule avec les principes fondamentaux qui lui sont d’ailleurs juridiquement supérieurs  et la liberté d’expression religieuse n’est pas une liberté absolue supérieure aux autres droits et libertés fondamentaux •	l’Ordre Public prévu  comme limite à la liberté d’expression religieuse n’est pas seulement , comme d’aucuns le soutiennent fallacieusement, uniquement sécuritaire , il est aussi protecteur de telle sorte que toute idéologie fût-elle religieuse prônant par exemple la discrimination basée sur le genre  ou incitant à la haine raciale est illégale et les auteurs de prêches, publications, déclarations, « posts » antisémites, racistes  (« sale français » par ex est bien une insulte à caractère racial) doivent être poursuivis    Donc,   -B- Toucher  à la loi de 1905  est une ligne rouge pour bien des républicains défendant la conception classique de la république.  Nous sommes nombreux, de droite , de gauche, du centre à faire sans cesse barrage au RN… que l’Exécutif touche à la laïcité ou veuille adopter le modèle américain (pas même Histoire, pas même partition confessionalo-ethnique du peuple intégralement sauf les pauvres survivants héritiers indiens, migrants )  ou continue de faire des leçons qui sont un  méli-mélo historico pseudo  philosophique  et nous ne pourrons plus suivre  c’est à dire faire barrage aux partis extremistes    Défendre un modèle à l’anglo-saxonne  ou évoquer le multiculturalisme à l’heure ou l’idéologie islamiste (totalitaire, antirépublicaine, oppressive ) a réduit les cultures de gens aux origines diverses à la seule dimension religieuse sauce salafiste  (Adieu arts, Histoires, Civilisations diverses) d’une oumma mondiale fantasmatique est insupportable et totalement contraire au modèle et pari républicain français . Il provoque en outre la résurgence de délires identitaires chrétiens d’extrême droite    -D- Donner instructions , dans le cadre d’une politique criminelle générale, aux préfets et procureurs de poursuivre les auteurs  et/ou sites de propos séditieux, haineux, antisémites, menaçants  ( ex le CCIF , Hallal.com) , racistes ( CIVitas par ex)  et dissoudre les ligues et assimilés dont l’objet est antirépublicain.  Ordonner l’expulsion des prêcheurs de haine étrangers.   -E- Vérifier scrupuleusement si les partis confessionnels qui se sont crées ( les musulmans de France ou Civitas par ex) sont conformes à la Constitution et au besoin, ordonner leur dissolution.   -F- Nécessité pour l’Exécutif d’être moins ambigu et lâche sur la défense de la laïcité :  ex : pas un mot du chef de l’Etat sur Charlie Hebdo ou son ex –journaliste toujours menacés de mort.  Ce silence assourdisssant est non seulement choquant , il profite en outre et aux fascistes islamistes et aux fascistes d’extrême droite."	127	3
831	1-2941	Loi de la République avant celles de la religion	"-A- NE PAS OUBLIER QUE LA LOI DE 1905 DOIT ETRE LUE A L’AUNE DES PRINCIPES FONDAMENTAUX    Le Président n’a pas été élu  philosophe en chef de la Nation et en tant que garant des institutions et de la Constitution, il n’a pas à déclarer que si l’Etat est laïque, la société est multi-confessionnelle.  •	L’article 1 de la Constitution  dispose que la République (notion plus large que les institutions ou que l’ETAT) est laïque  et le préambule de la Constitution fonde la conception française de la nation et du Peuple  sur  la citoyenneté d’individus égaux en droits et en devoirs :  des citoyens  donc et donc encore, pas des membres de telle ou telle confession ou ethnie.  La société française n’est en conséquence pas multiconfessionnelle, elle a une structuration laïque   La laïcité n’est pas l’alpha et l’omega de la République française, elle est en la pierre angulaire   •	La laïcité ne résulte pas uniquement de la loi de 1905, elle s’articule avec les principes fondamentaux qui lui sont d’ailleurs juridiquement supérieurs  et la liberté d’expression religieuse n’est pas une liberté absolue supérieure aux autres droits et libertés fondamentaux •	l’Ordre Public prévu  comme limite à la liberté d’expression religieuse n’est pas seulement , comme d’aucuns le soutiennent fallacieusement, uniquement sécuritaire , il est aussi protecteur de telle sorte que toute idéologie fût-elle religieuse prônant par exemple la discrimination basée sur le genre  ou incitant à la haine raciale est illégale et les auteurs de prêches, publications, déclarations, « posts » antisémites, racistes  (« sale français » par ex est bien une insulte à caractère racial) doivent être poursuivis    Donc,   -B- Toucher  à la loi de 1905  est une ligne rouge pour bien des républicains défendant la conception classique de la république.  Nous sommes nombreux, de droite , de gauche, du centre à faire sans cesse barrage au RN… que l’Exécutif touche à la laïcité ou veuille adopter le modèle américain (pas même Histoire, pas même partition confessionalo-ethnique du peuple intégralement sauf les pauvres survivants héritiers indiens, migrants )  ou continue de faire des leçons qui sont un  méli-mélo historico pseudo  philosophique  et nous ne pourrons plus suivre  c’est à dire faire barrage aux partis extremistes    Défendre un modèle à l’anglo-saxonne  ou évoquer le multiculturalisme à l’heure ou l’idéologie islamiste (totalitaire, antirépublicaine, oppressive ) a réduit les cultures de gens aux origines diverses à la seule dimension religieuse sauce salafiste  (Adieu arts, Histoires, Civilisations diverses) d’une oumma mondiale fantasmatique est insupportable et totalement contraire au modèle et pari républicain français . Il provoque en outre la résurgence de délires identitaires chrétiens d’extrême droite    -D- Donner instructions , dans le cadre d’une politique criminelle générale, aux préfets et procureurs de poursuivre les auteurs  et/ou sites de propos séditieux, haineux, antisémites, menaçants  ( ex le CCIF , Hallal.com) , racistes ( CIVitas par ex)  et dissoudre les ligues et assimilés dont l’objet est antirépublicain.  Ordonner l’expulsion des prêcheurs de haine étrangers.   -E- Vérifier scrupuleusement si les partis confessionnels qui se sont crées ( les musulmans de France ou Civitas par ex) sont conformes à la Constitution et au besoin, ordonner leur dissolution.   -F- Nécessité pour l’Exécutif d’être moins ambigu et lâche sur la défense de la laïcité :  ex : pas un mot du chef de l’Etat sur Charlie Hebdo ou son ex –journaliste toujours menacés de mort.  Ce silence assourdisssant est non seulement choquant , il profite en outre et aux fascistes islamistes et aux fascistes d’extrême droite."	127	4
832	1-2941	Lutte contre extrémismes	"-A- NE PAS OUBLIER QUE LA LOI DE 1905 DOIT ETRE LUE A L’AUNE DES PRINCIPES FONDAMENTAUX    Le Président n’a pas été élu  philosophe en chef de la Nation et en tant que garant des institutions et de la Constitution, il n’a pas à déclarer que si l’Etat est laïque, la société est multi-confessionnelle.  •	L’article 1 de la Constitution  dispose que la République (notion plus large que les institutions ou que l’ETAT) est laïque  et le préambule de la Constitution fonde la conception française de la nation et du Peuple  sur  la citoyenneté d’individus égaux en droits et en devoirs :  des citoyens  donc et donc encore, pas des membres de telle ou telle confession ou ethnie.  La société française n’est en conséquence pas multiconfessionnelle, elle a une structuration laïque   La laïcité n’est pas l’alpha et l’omega de la République française, elle est en la pierre angulaire   •	La laïcité ne résulte pas uniquement de la loi de 1905, elle s’articule avec les principes fondamentaux qui lui sont d’ailleurs juridiquement supérieurs  et la liberté d’expression religieuse n’est pas une liberté absolue supérieure aux autres droits et libertés fondamentaux •	l’Ordre Public prévu  comme limite à la liberté d’expression religieuse n’est pas seulement , comme d’aucuns le soutiennent fallacieusement, uniquement sécuritaire , il est aussi protecteur de telle sorte que toute idéologie fût-elle religieuse prônant par exemple la discrimination basée sur le genre  ou incitant à la haine raciale est illégale et les auteurs de prêches, publications, déclarations, « posts » antisémites, racistes  (« sale français » par ex est bien une insulte à caractère racial) doivent être poursuivis    Donc,   -B- Toucher  à la loi de 1905  est une ligne rouge pour bien des républicains défendant la conception classique de la république.  Nous sommes nombreux, de droite , de gauche, du centre à faire sans cesse barrage au RN… que l’Exécutif touche à la laïcité ou veuille adopter le modèle américain (pas même Histoire, pas même partition confessionalo-ethnique du peuple intégralement sauf les pauvres survivants héritiers indiens, migrants )  ou continue de faire des leçons qui sont un  méli-mélo historico pseudo  philosophique  et nous ne pourrons plus suivre  c’est à dire faire barrage aux partis extremistes    Défendre un modèle à l’anglo-saxonne  ou évoquer le multiculturalisme à l’heure ou l’idéologie islamiste (totalitaire, antirépublicaine, oppressive ) a réduit les cultures de gens aux origines diverses à la seule dimension religieuse sauce salafiste  (Adieu arts, Histoires, Civilisations diverses) d’une oumma mondiale fantasmatique est insupportable et totalement contraire au modèle et pari républicain français . Il provoque en outre la résurgence de délires identitaires chrétiens d’extrême droite    -D- Donner instructions , dans le cadre d’une politique criminelle générale, aux préfets et procureurs de poursuivre les auteurs  et/ou sites de propos séditieux, haineux, antisémites, menaçants  ( ex le CCIF , Hallal.com) , racistes ( CIVitas par ex)  et dissoudre les ligues et assimilés dont l’objet est antirépublicain.  Ordonner l’expulsion des prêcheurs de haine étrangers.   -E- Vérifier scrupuleusement si les partis confessionnels qui se sont crées ( les musulmans de France ou Civitas par ex) sont conformes à la Constitution et au besoin, ordonner leur dissolution.   -F- Nécessité pour l’Exécutif d’être moins ambigu et lâche sur la défense de la laïcité :  ex : pas un mot du chef de l’Etat sur Charlie Hebdo ou son ex –journaliste toujours menacés de mort.  Ce silence assourdisssant est non seulement choquant , il profite en outre et aux fascistes islamistes et aux fascistes d’extrême droite."	127	3
833	1-29414	Application loi 1905	Laîcité ouverte et que l'Etat ne finance aucune religion. Avec des gardes-fous (notamment sur le programme de base) , laisser se développer des écoles confessionnelles	127	1
834	1-29414	Aucun financement par l'Etat	Laîcité ouverte et que l'Etat ne finance aucune religion. Avec des gardes-fous (notamment sur le programme de base) , laisser se développer des écoles confessionnelles	127	6
835	1-29414	Lutte contre extrémismes	Laîcité ouverte et que l'Etat ne finance aucune religion. Avec des gardes-fous (notamment sur le programme de base) , laisser se développer des écoles confessionnelles	127	1
836	1-29414	Statut des écoles religieuses	Laîcité ouverte et que l'Etat ne finance aucune religion. Avec des gardes-fous (notamment sur le programme de base) , laisser se développer des écoles confessionnelles	127	4
837	1-29429	Condamnation des atteintes à la laïcité	Lorsque je mange de la viande Hallal, je ne me souviens plus que je suis dans un pays laïque ! (et je souligne que je ne suis pas de l'extrême droite, évitons l'amalgame)	127	1
838	1-29429	Préserver les coutumes françaises	Lorsque je mange de la viande Hallal, je ne me souviens plus que je suis dans un pays laïque ! (et je souligne que je ne suis pas de l'extrême droite, évitons l'amalgame)	127	1
839	1-29448	Y Rien	Rien.	127	3
840	1-29455	Y Rien	Rien	127	3
841	1-29510	Y Rien	RAS	127	3
842	1-29545	Y Rien	Je ne sais pas.	127	1
843	1-29595	Application loi 1905	Il faut tout simplement faire appliquer les lois existantes. Le problème n'est pas une absence de loi mais une mauvaise application de la réglementation existante. J'ajouterais qu'il faut protéger le pays de l'influence de puissances étrangères. L'état doit pouvoir interdire certaines pratiques inacceptables comme l'abattage rituel. Si la République est laïque, l'Etat ne doit pas oublier les racines chrétiennes de la France. Enfin, il serait intéressant de créer un Conseil des Sages composé de représentants de toutes les confessions et philosophies représentatives. Ce Conseil des Sages aurait pour mission de travailler à rechercher les points de convergence entre les différentes Confessions et organiserait les échanges, serait consulter notamment en ce qui concerne l'application du principe de Laïcité. Il aurait également un rôle d'arbitrage et de résolution des conflits entre les communautés. Enfin il aurait comme mission de rapprocher les communautés par la recherche des dénominateurs communs.	127	1
844	1-29595	Plus de dialogue	Il faut tout simplement faire appliquer les lois existantes. Le problème n'est pas une absence de loi mais une mauvaise application de la réglementation existante. J'ajouterais qu'il faut protéger le pays de l'influence de puissances étrangères. L'état doit pouvoir interdire certaines pratiques inacceptables comme l'abattage rituel. Si la République est laïque, l'Etat ne doit pas oublier les racines chrétiennes de la France. Enfin, il serait intéressant de créer un Conseil des Sages composé de représentants de toutes les confessions et philosophies représentatives. Ce Conseil des Sages aurait pour mission de travailler à rechercher les points de convergence entre les différentes Confessions et organiserait les échanges, serait consulter notamment en ce qui concerne l'application du principe de Laïcité. Il aurait également un rôle d'arbitrage et de résolution des conflits entre les communautés. Enfin il aurait comme mission de rapprocher les communautés par la recherche des dénominateurs communs.	127	1
845	1-29595	Préserver les coutumes françaises	Il faut tout simplement faire appliquer les lois existantes. Le problème n'est pas une absence de loi mais une mauvaise application de la réglementation existante. J'ajouterais qu'il faut protéger le pays de l'influence de puissances étrangères. L'état doit pouvoir interdire certaines pratiques inacceptables comme l'abattage rituel. Si la République est laïque, l'Etat ne doit pas oublier les racines chrétiennes de la France. Enfin, il serait intéressant de créer un Conseil des Sages composé de représentants de toutes les confessions et philosophies représentatives. Ce Conseil des Sages aurait pour mission de travailler à rechercher les points de convergence entre les différentes Confessions et organiserait les échanges, serait consulter notamment en ce qui concerne l'application du principe de Laïcité. Il aurait également un rôle d'arbitrage et de résolution des conflits entre les communautés. Enfin il aurait comme mission de rapprocher les communautés par la recherche des dénominateurs communs.	127	1
846	1-29595	Réduire financements étrangers	Il faut tout simplement faire appliquer les lois existantes. Le problème n'est pas une absence de loi mais une mauvaise application de la réglementation existante. J'ajouterais qu'il faut protéger le pays de l'influence de puissances étrangères. L'état doit pouvoir interdire certaines pratiques inacceptables comme l'abattage rituel. Si la République est laïque, l'Etat ne doit pas oublier les racines chrétiennes de la France. Enfin, il serait intéressant de créer un Conseil des Sages composé de représentants de toutes les confessions et philosophies représentatives. Ce Conseil des Sages aurait pour mission de travailler à rechercher les points de convergence entre les différentes Confessions et organiserait les échanges, serait consulter notamment en ce qui concerne l'application du principe de Laïcité. Il aurait également un rôle d'arbitrage et de résolution des conflits entre les communautés. Enfin il aurait comme mission de rapprocher les communautés par la recherche des dénominateurs communs.	127	1
847	1-29743	Y Rien	Je ne sais pas.	127	1
848	1-29815	Y Rien	ras	127	3
849	1-29946	Application loi 1905	les religions dans notre pays doivent rester à leur place et la LAÏCITÉ  imposée partout Par contre ne pas oublier nos racines judeo chrétiennes, les autres religions et la laïcité doivent les respecter ( fetes religieuses crèches à Noel..) c est quand même nos racines	127	2
850	1-29946	Loi de la République avant celles de la religion	les religions dans notre pays doivent rester à leur place et la LAÏCITÉ  imposée partout Par contre ne pas oublier nos racines judeo chrétiennes, les autres religions et la laïcité doivent les respecter ( fetes religieuses crèches à Noel..) c est quand même nos racines	127	1
851	1-29946	Préserver les coutumes françaises	les religions dans notre pays doivent rester à leur place et la LAÏCITÉ  imposée partout Par contre ne pas oublier nos racines judeo chrétiennes, les autres religions et la laïcité doivent les respecter ( fetes religieuses crèches à Noel..) c est quand même nos racines	127	5
852	1-29946	Redonner un aspect privé à la religion	les religions dans notre pays doivent rester à leur place et la LAÏCITÉ  imposée partout Par contre ne pas oublier nos racines judeo chrétiennes, les autres religions et la laïcité doivent les respecter ( fetes religieuses crèches à Noel..) c est quand même nos racines	127	1
853	1-29946	Séparation stricte Etat-religions	les religions dans notre pays doivent rester à leur place et la LAÏCITÉ  imposée partout Par contre ne pas oublier nos racines judeo chrétiennes, les autres religions et la laïcité doivent les respecter ( fetes religieuses crèches à Noel..) c est quand même nos racines	127	2
854	1-29983	Application loi 1905	Plus de répression sans se faire traiter de raciste	127	1
855	1-29983	Condamnation des atteintes à la laïcité	Plus de répression sans se faire traiter de raciste	127	4
856	1-29986	Application loi 1905	La loi de 1905 suffit	127	3
857	1-30114	Loi de la République avant celles de la religion	Une relation entre l’État et les religions qui soit sereine, apaisée, ouverte mais aussi exigeante, sans concessions et assez autoritaire pour être respectée de tous.	127	1
858	1-30114	Plus de dialogue	Une relation entre l’État et les religions qui soit sereine, apaisée, ouverte mais aussi exigeante, sans concessions et assez autoritaire pour être respectée de tous.	127	2
859	1-30139	Application loi 1905	Les principes de la laicité n'ont selon moi pas à être renforcés. La liberté de culte doit être maintenue dans le respect de la loi de 1905. Un cours d'éducation aux valeurs spirituelles, religieuses et au respect de la nature inclus dans le cours d'histoire-géographie  me semblerait être une bonne initiative, mais le fait religieux ne doit pas être mis en avance plus que les autres.	127	6
860	1-30139	Garantir la liberté de culte	Les principes de la laicité n'ont selon moi pas à être renforcés. La liberté de culte doit être maintenue dans le respect de la loi de 1905. Un cours d'éducation aux valeurs spirituelles, religieuses et au respect de la nature inclus dans le cours d'histoire-géographie  me semblerait être une bonne initiative, mais le fait religieux ne doit pas être mis en avance plus que les autres.	127	5
861	1-30139	Plus d'éducation	Les principes de la laicité n'ont selon moi pas à être renforcés. La liberté de culte doit être maintenue dans le respect de la loi de 1905. Un cours d'éducation aux valeurs spirituelles, religieuses et au respect de la nature inclus dans le cours d'histoire-géographie  me semblerait être une bonne initiative, mais le fait religieux ne doit pas être mis en avance plus que les autres.	127	4
862	1-30139	Stop prosélytisme	Les principes de la laicité n'ont selon moi pas à être renforcés. La liberté de culte doit être maintenue dans le respect de la loi de 1905. Un cours d'éducation aux valeurs spirituelles, religieuses et au respect de la nature inclus dans le cours d'histoire-géographie  me semblerait être une bonne initiative, mais le fait religieux ne doit pas être mis en avance plus que les autres.	127	1
863	1-30139	Y Rien	Les principes de la laicité n'ont selon moi pas à être renforcés. La liberté de culte doit être maintenue dans le respect de la loi de 1905. Un cours d'éducation aux valeurs spirituelles, religieuses et au respect de la nature inclus dans le cours d'histoire-géographie  me semblerait être une bonne initiative, mais le fait religieux ne doit pas être mis en avance plus que les autres.	127	2
864	1-30195	Aucun signe ostentatoire (croix, voile, kippa...)	Aucun signe de religion dans tous les lieux publics pour que la laïcité soit respectée	127	3
865	1-30195	Redonner un aspect privé à la religion	Aucun signe de religion dans tous les lieux publics pour que la laïcité soit respectée	127	1
866	1-30227	Y Rien	rien	127	3
867	1-30318	Y Rien	Pas d'avis	127	1
868	1-30352	Y Rien	Pas d'avis	127	1
869	1-30417	Y Rien	Rien	127	3
870	1-30429	Y Rien	Pas d'avis	127	1
871	1-30473	Y Rien	Rien	127	3
872	1-30474	Encadrer formation imams	Il nous faudra appeler un chat un chat. L'islam radical gagne du terrain. Lutter contre l'ingérance de  pays intégristes qui souhaitent imposer une religion quitte à ne plus respecter les lois de la république ou du bien vivre ensemble,  surveiller les fonds des mosquées, améliorer la connaissance de l'information pour éviter les infox, former les imams en France, augmenter le service national obligatoire.  Chacun doit pouvoir pratiquer sa religion, et ne l'imposer à personne,dans les limites du respect de la république.	127	4
873	1-30474	Garantir la liberté de culte	Il nous faudra appeler un chat un chat. L'islam radical gagne du terrain. Lutter contre l'ingérance de  pays intégristes qui souhaitent imposer une religion quitte à ne plus respecter les lois de la république ou du bien vivre ensemble,  surveiller les fonds des mosquées, améliorer la connaissance de l'information pour éviter les infox, former les imams en France, augmenter le service national obligatoire.  Chacun doit pouvoir pratiquer sa religion, et ne l'imposer à personne,dans les limites du respect de la république.	127	2
874	1-30474	Loi de la République avant celles de la religion	Il nous faudra appeler un chat un chat. L'islam radical gagne du terrain. Lutter contre l'ingérance de  pays intégristes qui souhaitent imposer une religion quitte à ne plus respecter les lois de la république ou du bien vivre ensemble,  surveiller les fonds des mosquées, améliorer la connaissance de l'information pour éviter les infox, former les imams en France, augmenter le service national obligatoire.  Chacun doit pouvoir pratiquer sa religion, et ne l'imposer à personne,dans les limites du respect de la république.	127	3
875	1-30474	Lutte contre extrémismes	Il nous faudra appeler un chat un chat. L'islam radical gagne du terrain. Lutter contre l'ingérance de  pays intégristes qui souhaitent imposer une religion quitte à ne plus respecter les lois de la république ou du bien vivre ensemble,  surveiller les fonds des mosquées, améliorer la connaissance de l'information pour éviter les infox, former les imams en France, augmenter le service national obligatoire.  Chacun doit pouvoir pratiquer sa religion, et ne l'imposer à personne,dans les limites du respect de la république.	127	4
876	1-30474	Même traitement pour toutes les religions	Il nous faudra appeler un chat un chat. L'islam radical gagne du terrain. Lutter contre l'ingérance de  pays intégristes qui souhaitent imposer une religion quitte à ne plus respecter les lois de la république ou du bien vivre ensemble,  surveiller les fonds des mosquées, améliorer la connaissance de l'information pour éviter les infox, former les imams en France, augmenter le service national obligatoire.  Chacun doit pouvoir pratiquer sa religion, et ne l'imposer à personne,dans les limites du respect de la république.	127	1
877	1-30474	Pas d'imposition des valeurs	Il nous faudra appeler un chat un chat. L'islam radical gagne du terrain. Lutter contre l'ingérance de  pays intégristes qui souhaitent imposer une religion quitte à ne plus respecter les lois de la république ou du bien vivre ensemble,  surveiller les fonds des mosquées, améliorer la connaissance de l'information pour éviter les infox, former les imams en France, augmenter le service national obligatoire.  Chacun doit pouvoir pratiquer sa religion, et ne l'imposer à personne,dans les limites du respect de la république.	127	1
878	1-30474	Plus d'éducation	Il nous faudra appeler un chat un chat. L'islam radical gagne du terrain. Lutter contre l'ingérance de  pays intégristes qui souhaitent imposer une religion quitte à ne plus respecter les lois de la république ou du bien vivre ensemble,  surveiller les fonds des mosquées, améliorer la connaissance de l'information pour éviter les infox, former les imams en France, augmenter le service national obligatoire.  Chacun doit pouvoir pratiquer sa religion, et ne l'imposer à personne,dans les limites du respect de la république.	127	2
879	1-30474	Réduire financements étrangers	Il nous faudra appeler un chat un chat. L'islam radical gagne du terrain. Lutter contre l'ingérance de  pays intégristes qui souhaitent imposer une religion quitte à ne plus respecter les lois de la république ou du bien vivre ensemble,  surveiller les fonds des mosquées, améliorer la connaissance de l'information pour éviter les infox, former les imams en France, augmenter le service national obligatoire.  Chacun doit pouvoir pratiquer sa religion, et ne l'imposer à personne,dans les limites du respect de la république.	127	4
880	1-30484	Application loi 1905	Appliquer la loi de manière juste mais ferme.	127	3
881	1-30484	Condamnation des atteintes à la laïcité	Appliquer la loi de manière juste mais ferme.	127	1
882	1-30513	Y Rien	nsp	127	1
883	1-30771	Application loi 1905	Une application stricte et claire des lois existantes sur la laïcité. Une justice efficace qui dispose des moyens nécessaires pour fonctionner rapidement et efficacement, (et qui disposerait de meilleures garanties d'indépendance par rapport à l'exécutif...) Derrière cette question se pose la question des replis identitaires sur divers fondamentalismes religieux qui occupent le vide laissé par l'absence de projet social émancipateur et fédérateur de la part du gouvernement. Une société vouée au culte de la consommation ne peut pas corroder l'emprise des fondamentalismes religieux, elle n'offre aucun rêve, aucun projet et aucune valeur spirituelle susceptible de concurrencer les religions. Comment peut-elle défendre un principe de laïcité avec aussi peu d'arguments? Le réveil d'un véritable projet démocratique serait le plus à même de donner de la force et de la crédibilité aux principes de notre société.	127	5
884	1-30771	Condamnation des atteintes à la laïcité	Une application stricte et claire des lois existantes sur la laïcité. Une justice efficace qui dispose des moyens nécessaires pour fonctionner rapidement et efficacement, (et qui disposerait de meilleures garanties d'indépendance par rapport à l'exécutif...) Derrière cette question se pose la question des replis identitaires sur divers fondamentalismes religieux qui occupent le vide laissé par l'absence de projet social émancipateur et fédérateur de la part du gouvernement. Une société vouée au culte de la consommation ne peut pas corroder l'emprise des fondamentalismes religieux, elle n'offre aucun rêve, aucun projet et aucune valeur spirituelle susceptible de concurrencer les religions. Comment peut-elle défendre un principe de laïcité avec aussi peu d'arguments? Le réveil d'un véritable projet démocratique serait le plus à même de donner de la force et de la crédibilité aux principes de notre société.	127	2
885	1-30771	Loi de la République avant celles de la religion	Une application stricte et claire des lois existantes sur la laïcité. Une justice efficace qui dispose des moyens nécessaires pour fonctionner rapidement et efficacement, (et qui disposerait de meilleures garanties d'indépendance par rapport à l'exécutif...) Derrière cette question se pose la question des replis identitaires sur divers fondamentalismes religieux qui occupent le vide laissé par l'absence de projet social émancipateur et fédérateur de la part du gouvernement. Une société vouée au culte de la consommation ne peut pas corroder l'emprise des fondamentalismes religieux, elle n'offre aucun rêve, aucun projet et aucune valeur spirituelle susceptible de concurrencer les religions. Comment peut-elle défendre un principe de laïcité avec aussi peu d'arguments? Le réveil d'un véritable projet démocratique serait le plus à même de donner de la force et de la crédibilité aux principes de notre société.	127	1
886	1-30835	Application loi 1905	respect absolu de la loi de 1905.	127	3
