contribution;tag;corpus;question;count
370;Changement mode de consommation;"Il ne faut surtout pas que la transition écologique devienne une punition, c'est ce qui se passe avec l'augmentation du carburant (surtout du diesel). Il faut bien comprendre que le diesel nous été encore vendu il n'y a pas si longtemps comme propre et que son achat était préconisé ! Du coup, le changement doit être progressif et se faire en douceur (arrêter de commercialiser les moteurs diesel par exemple, ils vont ainsi disparaître au fur à mesure). Il faut aussi arrêter de prendre les français pour des ""demeurés"", nous vendre les voitures électriques alors que leur impact énergétique est conséquent et encore inconnu sur certains points (quid des batteries usagées ?). Un peu comme les panneaux solaires, OK l'énergie est propre mais quid du recyclage de ces panneaux ? Malgré l'urgence écologique, il ne faut pas faire n'importe quoi non plus. Un autre point à développer serait l'acceptation de la décroissance, clairement, on ne peut plus consommer comme ce fut le cas. Il faut combattre l'obsolescence programmée, limiter les sorties des appareils électriques (le marché des smartphones, c'est aberrant), lutter contre les emballages inutiles (le carton autour du tube de dentifrice ?!)... Bref, énormément de choses à faire, même celle qui peuvent paraître insignifiantes (le carton dentifrice ;) )";TE13;1
370;Limitation emballages plastique;"Il ne faut surtout pas que la transition écologique devienne une punition, c'est ce qui se passe avec l'augmentation du carburant (surtout du diesel). Il faut bien comprendre que le diesel nous été encore vendu il n'y a pas si longtemps comme propre et que son achat était préconisé ! Du coup, le changement doit être progressif et se faire en douceur (arrêter de commercialiser les moteurs diesel par exemple, ils vont ainsi disparaître au fur à mesure). Il faut aussi arrêter de prendre les français pour des ""demeurés"", nous vendre les voitures électriques alors que leur impact énergétique est conséquent et encore inconnu sur certains points (quid des batteries usagées ?). Un peu comme les panneaux solaires, OK l'énergie est propre mais quid du recyclage de ces panneaux ? Malgré l'urgence écologique, il ne faut pas faire n'importe quoi non plus. Un autre point à développer serait l'acceptation de la décroissance, clairement, on ne peut plus consommer comme ce fut le cas. Il faut combattre l'obsolescence programmée, limiter les sorties des appareils électriques (le marché des smartphones, c'est aberrant), lutter contre les emballages inutiles (le carton autour du tube de dentifrice ?!)... Bref, énormément de choses à faire, même celle qui peuvent paraître insignifiantes (le carton dentifrice ;) )";TE13;1
370;Développer les énergies renouvelables;"Il ne faut surtout pas que la transition écologique devienne une punition, c'est ce qui se passe avec l'augmentation du carburant (surtout du diesel). Il faut bien comprendre que le diesel nous été encore vendu il n'y a pas si longtemps comme propre et que son achat était préconisé ! Du coup, le changement doit être progressif et se faire en douceur (arrêter de commercialiser les moteurs diesel par exemple, ils vont ainsi disparaître au fur à mesure). Il faut aussi arrêter de prendre les français pour des ""demeurés"", nous vendre les voitures électriques alors que leur impact énergétique est conséquent et encore inconnu sur certains points (quid des batteries usagées ?). Un peu comme les panneaux solaires, OK l'énergie est propre mais quid du recyclage de ces panneaux ? Malgré l'urgence écologique, il ne faut pas faire n'importe quoi non plus. Un autre point à développer serait l'acceptation de la décroissance, clairement, on ne peut plus consommer comme ce fut le cas. Il faut combattre l'obsolescence programmée, limiter les sorties des appareils électriques (le marché des smartphones, c'est aberrant), lutter contre les emballages inutiles (le carton autour du tube de dentifrice ?!)... Bref, énormément de choses à faire, même celle qui peuvent paraître insignifiantes (le carton dentifrice ;) )";TE13;1
370;Changement des modes de production;"Il ne faut surtout pas que la transition écologique devienne une punition, c'est ce qui se passe avec l'augmentation du carburant (surtout du diesel). Il faut bien comprendre que le diesel nous été encore vendu il n'y a pas si longtemps comme propre et que son achat était préconisé ! Du coup, le changement doit être progressif et se faire en douceur (arrêter de commercialiser les moteurs diesel par exemple, ils vont ainsi disparaître au fur à mesure). Il faut aussi arrêter de prendre les français pour des ""demeurés"", nous vendre les voitures électriques alors que leur impact énergétique est conséquent et encore inconnu sur certains points (quid des batteries usagées ?). Un peu comme les panneaux solaires, OK l'énergie est propre mais quid du recyclage de ces panneaux ? Malgré l'urgence écologique, il ne faut pas faire n'importe quoi non plus. Un autre point à développer serait l'acceptation de la décroissance, clairement, on ne peut plus consommer comme ce fut le cas. Il faut combattre l'obsolescence programmée, limiter les sorties des appareils électriques (le marché des smartphones, c'est aberrant), lutter contre les emballages inutiles (le carton autour du tube de dentifrice ?!)... Bref, énormément de choses à faire, même celle qui peuvent paraître insignifiantes (le carton dentifrice ;) )";TE13;1
18 600;Lois et accords commerciaux plus restrictifs;Je souhaiterais m'exprimer sur des sujets nettement plus fondamentaux. Comme je l'ai dit, aucune autre entreprise n'a de sens. Je pense que nous devrions interrompre les accords commerciaux sur l'énergie qui a tant détruit (comme le pétrole), celle-ci n'aura plus aucun sens une fois l'asphalte fondu. Nous serons amenés, de manière très évidente, à réemployer des énergies qui ne sont plus aujourd'hui utilisées. Au plus on s'y prend tôt, au plus on a de chances.&&Ces réflexions en regard du contexte de compétition international sonnent probablement comme une étrange mélodie. Pour autant, celles-ci sont supérieures aux relations internationales. Pire, elles justifieraient la guerre à l'heure actuelle.&&Reculer pour mieux sauter est inutile, il est temps de revoir notre vision du monde et de nous préparer à ce que les amis d'hier soient les ennemis de demain et réciproquement, si tant est qu'ils survivent. Il faut voir au-delà des états et des frontières qui ne désignent que l'Humanité. Bien que ce soit stratégiquement une faiblesse dans une pensée conformiste, c'est au contraire une stratégie extrêmement avantageuse si on prend en compte que le climat va redessiner la carte du monde comme il l'entend et les états ne feront que s'y soumettre.;TE13;1
18 600;Faire de la transition la priorité nationale;Je souhaiterais m'exprimer sur des sujets nettement plus fondamentaux. Comme je l'ai dit, aucune autre entreprise n'a de sens. Je pense que nous devrions interrompre les accords commerciaux sur l'énergie qui a tant détruit (comme le pétrole), celle-ci n'aura plus aucun sens une fois l'asphalte fondu. Nous serons amenés, de manière très évidente, à réemployer des énergies qui ne sont plus aujourd'hui utilisées. Au plus on s'y prend tôt, au plus on a de chances.&&Ces réflexions en regard du contexte de compétition international sonnent probablement comme une étrange mélodie. Pour autant, celles-ci sont supérieures aux relations internationales. Pire, elles justifieraient la guerre à l'heure actuelle.&&Reculer pour mieux sauter est inutile, il est temps de revoir notre vision du monde et de nous préparer à ce que les amis d'hier soient les ennemis de demain et réciproquement, si tant est qu'ils survivent. Il faut voir au-delà des états et des frontières qui ne désignent que l'Humanité. Bien que ce soit stratégiquement une faiblesse dans une pensée conformiste, c'est au contraire une stratégie extrêmement avantageuse si on prend en compte que le climat va redessiner la carte du monde comme il l'entend et les états ne feront que s'y soumettre.;TE13;1
22 630;Plus de moyens aux communes / plus de décentralisation;inciter financièrement lzs entreprises a s'installer en région pour que la provincz redievent attractive;OE11;1
4 260;Simplification démarche administratives;Des itinérants par ex un regroupement dadministration a chaque passage polyvalence de l employée pour traiter tt problème  administratif;OE11;1
4 260;Plateforme unique service publique et maison de services publics;Des itinérants par ex un regroupement dadministration a chaque passage polyvalence de l employée pour traiter tt problème  administratif;OE11;1
27 750;Etre plus à l'écoute;En arrêtant les frais inutiles, en demandant l’avis sur le terrain, &&En interdisant les lobbys;OE11;1
4 200;Etre plus à l'écoute;RIC;OE11;1
38 540;Etre plus à l'écoute;l'État doit moderniser ses institutions en faisant prendre part aux citoyens volontaires la possibilité d'investir le champ de conseil ou prise de décision politique par le moyen le plus direct et quotidien posible aussi bien pour des problématiques suprêmes que triviales.&&Le référendum d'initiative citoyenne en toute matière écrit par des citoyens constituants désignés par tirage au sort (voire avec une partie du chorum élus) doit être rapidement institué pour recredibiliser la vie politique. Les pouvoirs doivent être partagés avec le corps national sans aucun doute possible. &&Ainsi toutes les décisions politiques qui s'avéreraient être un échec ne serait pas invité pour responsabilité au seuls élus de la République.;OE11;1
38 540;Simplification démarche administratives;l'État doit moderniser ses institutions en faisant prendre part aux citoyens volontaires la possibilité d'investir le champ de conseil ou prise de décision politique par le moyen le plus direct et quotidien posible aussi bien pour des problématiques suprêmes que triviales.&&Le référendum d'initiative citoyenne en toute matière écrit par des citoyens constituants désignés par tirage au sort (voire avec une partie du chorum élus) doit être rapidement institué pour recredibiliser la vie politique. Les pouvoirs doivent être partagés avec le corps national sans aucun doute possible. &&Ainsi toutes les décisions politiques qui s'avéreraient être un échec ne serait pas invité pour responsabilité au seuls élus de la République.;OE11;1
13 890;Etre plus à l'écoute;Clairement qu'il s'agisse de la Seine-saint-Denis ou de territoires ruraux il faut des rencontres avec l'autre, une présence humaine pour démontrer qu'ils ne sont pas laissés pour compte et qu'on peut les aider. Avoir donc plus de personnels dans les écoles, postes, impôts, CAF, police etc. Pour inciter les fonctionnaires à s'y rendre il faut sûrement une incitation financière et un soutien des hiérarchies en cas de problème. Il faut également que les communes s'entraident grâce à l'intercommunalité et ne pas forcément laisser aux maires tout le pouvoir sur leur territoire car ils deviennent parfois de vrais despotes clientélistes...dans ces territoires l'Etat doit revenir sous plusieurs formes et limiter le pouvoir des maires.;OE11;1
13 890;En étant proche des gens / présence physique;Clairement qu'il s'agisse de la Seine-saint-Denis ou de territoires ruraux il faut des rencontres avec l'autre, une présence humaine pour démontrer qu'ils ne sont pas laissés pour compte et qu'on peut les aider. Avoir donc plus de personnels dans les écoles, postes, impôts, CAF, police etc. Pour inciter les fonctionnaires à s'y rendre il faut sûrement une incitation financière et un soutien des hiérarchies en cas de problème. Il faut également que les communes s'entraident grâce à l'intercommunalité et ne pas forcément laisser aux maires tout le pouvoir sur leur territoire car ils deviennent parfois de vrais despotes clientélistes...dans ces territoires l'Etat doit revenir sous plusieurs formes et limiter le pouvoir des maires.;OE11;1
13 890;Supprimer les communes / départements: moins d'échelons!;Clairement qu'il s'agisse de la Seine-saint-Denis ou de territoires ruraux il faut des rencontres avec l'autre, une présence humaine pour démontrer qu'ils ne sont pas laissés pour compte et qu'on peut les aider. Avoir donc plus de personnels dans les écoles, postes, impôts, CAF, police etc. Pour inciter les fonctionnaires à s'y rendre il faut sûrement une incitation financière et un soutien des hiérarchies en cas de problème. Il faut également que les communes s'entraident grâce à l'intercommunalité et ne pas forcément laisser aux maires tout le pouvoir sur leur territoire car ils deviennent parfois de vrais despotes clientélistes...dans ces territoires l'Etat doit revenir sous plusieurs formes et limiter le pouvoir des maires.;OE11;1
19 392;Consommation réduite ou vertueuse (bio, circuit court, local);Jeter les mégots et déchets dans les cendriers et poubelles prévues à cet effet, essayer de moins utiliser la voiture, acheter moins dans les grandes surfaces, acheter chez les petits commerçants (quand le pouvoir d’achat le permettra) pour empêcher les grandes entreprises de se faire de l’argent et de polluer encore plus qu’il ne le font déjà.;TE11;1
19 392;Transports plus verts ou réduits;Jeter les mégots et déchets dans les cendriers et poubelles prévues à cet effet, essayer de moins utiliser la voiture, acheter moins dans les grandes surfaces, acheter chez les petits commerçants (quand le pouvoir d’achat le permettra) pour empêcher les grandes entreprises de se faire de l’argent et de polluer encore plus qu’il ne le font déjà.;TE11;1
19 392;Tri sélectif, compost, réduction déchets;Jeter les mégots et déchets dans les cendriers et poubelles prévues à cet effet, essayer de moins utiliser la voiture, acheter moins dans les grandes surfaces, acheter chez les petits commerçants (quand le pouvoir d’achat le permettra) pour empêcher les grandes entreprises de se faire de l’argent et de polluer encore plus qu’il ne le font déjà.;TE11;1
24 760;Taxe sur les plus gros pollueurs;"La sensibilisation dans l'enseignement primaire et secondaire est indispendable, tout comme l'investissement public et privé. Valorisation du bio, des petits producteurs, multiplication des marchés locaux, aide financière aux acteurs écologiques (personnes souhaitant mener un projet écologique comme ouvrir un magasin zéro déchet). Réduire les émissions de gaz à effet de serres et de micro/nano-particules par une taxe sur les véhicules pollueurs qui finance des actions environnementales. Interdiction du glyphosate. Protection des abeilles, oiseaux et organismes marins. Sensibilisation à la réduction de viande. Actions concrète pour lutter contre la pollution par les mégots et par les déchets. Mise en place de l'obligation des villes de mettre à disposition uniquement des poubelles "" de rue"" avec possibilité de recyclage. Actions de sensibilisation concrètes auprès des jeunes via les réseaux sociaux en collaboration avec des médias qu'ils côtoient comme Brut. Interdiction des produits alimentaires, cosmétiques contenant des nano-particules nocives. Interdiction des micro-billes de plastique dans les cosmétiques. Réglementation des filets de pêche. Meilleur traitement des eaux avec obligation pour chaque ville de traiter ses eaux usées, eaux de pluie, avant de les rejeter dans les rivières. Fin de l'enfouissement des déchets. Interdiction des produits en plastique à usage unique. Obligation de mise en place de composteurs dans chaque ville, à disposition des habitants (nombre proportionnel de compost pour chaque habitant). Taxe sur les poubelles et sur les produits présentant des déchets en faveur d'une baisse des tarifs des produits ne présentant pas de déchets.";TE13;1
24 760;Arrêt du glyphosate;"La sensibilisation dans l'enseignement primaire et secondaire est indispendable, tout comme l'investissement public et privé. Valorisation du bio, des petits producteurs, multiplication des marchés locaux, aide financière aux acteurs écologiques (personnes souhaitant mener un projet écologique comme ouvrir un magasin zéro déchet). Réduire les émissions de gaz à effet de serres et de micro/nano-particules par une taxe sur les véhicules pollueurs qui finance des actions environnementales. Interdiction du glyphosate. Protection des abeilles, oiseaux et organismes marins. Sensibilisation à la réduction de viande. Actions concrète pour lutter contre la pollution par les mégots et par les déchets. Mise en place de l'obligation des villes de mettre à disposition uniquement des poubelles "" de rue"" avec possibilité de recyclage. Actions de sensibilisation concrètes auprès des jeunes via les réseaux sociaux en collaboration avec des médias qu'ils côtoient comme Brut. Interdiction des produits alimentaires, cosmétiques contenant des nano-particules nocives. Interdiction des micro-billes de plastique dans les cosmétiques. Réglementation des filets de pêche. Meilleur traitement des eaux avec obligation pour chaque ville de traiter ses eaux usées, eaux de pluie, avant de les rejeter dans les rivières. Fin de l'enfouissement des déchets. Interdiction des produits en plastique à usage unique. Obligation de mise en place de composteurs dans chaque ville, à disposition des habitants (nombre proportionnel de compost pour chaque habitant). Taxe sur les poubelles et sur les produits présentant des déchets en faveur d'une baisse des tarifs des produits ne présentant pas de déchets.";TE13;1
24 760;Changement mode de consommation;"La sensibilisation dans l'enseignement primaire et secondaire est indispendable, tout comme l'investissement public et privé. Valorisation du bio, des petits producteurs, multiplication des marchés locaux, aide financière aux acteurs écologiques (personnes souhaitant mener un projet écologique comme ouvrir un magasin zéro déchet). Réduire les émissions de gaz à effet de serres et de micro/nano-particules par une taxe sur les véhicules pollueurs qui finance des actions environnementales. Interdiction du glyphosate. Protection des abeilles, oiseaux et organismes marins. Sensibilisation à la réduction de viande. Actions concrète pour lutter contre la pollution par les mégots et par les déchets. Mise en place de l'obligation des villes de mettre à disposition uniquement des poubelles "" de rue"" avec possibilité de recyclage. Actions de sensibilisation concrètes auprès des jeunes via les réseaux sociaux en collaboration avec des médias qu'ils côtoient comme Brut. Interdiction des produits alimentaires, cosmétiques contenant des nano-particules nocives. Interdiction des micro-billes de plastique dans les cosmétiques. Réglementation des filets de pêche. Meilleur traitement des eaux avec obligation pour chaque ville de traiter ses eaux usées, eaux de pluie, avant de les rejeter dans les rivières. Fin de l'enfouissement des déchets. Interdiction des produits en plastique à usage unique. Obligation de mise en place de composteurs dans chaque ville, à disposition des habitants (nombre proportionnel de compost pour chaque habitant). Taxe sur les poubelles et sur les produits présentant des déchets en faveur d'une baisse des tarifs des produits ne présentant pas de déchets.";TE13;1
24 760;Limitation emballages plastique;"La sensibilisation dans l'enseignement primaire et secondaire est indispendable, tout comme l'investissement public et privé. Valorisation du bio, des petits producteurs, multiplication des marchés locaux, aide financière aux acteurs écologiques (personnes souhaitant mener un projet écologique comme ouvrir un magasin zéro déchet). Réduire les émissions de gaz à effet de serres et de micro/nano-particules par une taxe sur les véhicules pollueurs qui finance des actions environnementales. Interdiction du glyphosate. Protection des abeilles, oiseaux et organismes marins. Sensibilisation à la réduction de viande. Actions concrète pour lutter contre la pollution par les mégots et par les déchets. Mise en place de l'obligation des villes de mettre à disposition uniquement des poubelles "" de rue"" avec possibilité de recyclage. Actions de sensibilisation concrètes auprès des jeunes via les réseaux sociaux en collaboration avec des médias qu'ils côtoient comme Brut. Interdiction des produits alimentaires, cosmétiques contenant des nano-particules nocives. Interdiction des micro-billes de plastique dans les cosmétiques. Réglementation des filets de pêche. Meilleur traitement des eaux avec obligation pour chaque ville de traiter ses eaux usées, eaux de pluie, avant de les rejeter dans les rivières. Fin de l'enfouissement des déchets. Interdiction des produits en plastique à usage unique. Obligation de mise en place de composteurs dans chaque ville, à disposition des habitants (nombre proportionnel de compost pour chaque habitant). Taxe sur les poubelles et sur les produits présentant des déchets en faveur d'une baisse des tarifs des produits ne présentant pas de déchets.";TE13;1
24 760;Agriculture raisonnée, bio, circuits courts;"La sensibilisation dans l'enseignement primaire et secondaire est indispendable, tout comme l'investissement public et privé. Valorisation du bio, des petits producteurs, multiplication des marchés locaux, aide financière aux acteurs écologiques (personnes souhaitant mener un projet écologique comme ouvrir un magasin zéro déchet). Réduire les émissions de gaz à effet de serres et de micro/nano-particules par une taxe sur les véhicules pollueurs qui finance des actions environnementales. Interdiction du glyphosate. Protection des abeilles, oiseaux et organismes marins. Sensibilisation à la réduction de viande. Actions concrète pour lutter contre la pollution par les mégots et par les déchets. Mise en place de l'obligation des villes de mettre à disposition uniquement des poubelles "" de rue"" avec possibilité de recyclage. Actions de sensibilisation concrètes auprès des jeunes via les réseaux sociaux en collaboration avec des médias qu'ils côtoient comme Brut. Interdiction des produits alimentaires, cosmétiques contenant des nano-particules nocives. Interdiction des micro-billes de plastique dans les cosmétiques. Réglementation des filets de pêche. Meilleur traitement des eaux avec obligation pour chaque ville de traiter ses eaux usées, eaux de pluie, avant de les rejeter dans les rivières. Fin de l'enfouissement des déchets. Interdiction des produits en plastique à usage unique. Obligation de mise en place de composteurs dans chaque ville, à disposition des habitants (nombre proportionnel de compost pour chaque habitant). Taxe sur les poubelles et sur les produits présentant des déchets en faveur d'une baisse des tarifs des produits ne présentant pas de déchets.";TE13;1
24 760;Plus d'éducation;"La sensibilisation dans l'enseignement primaire et secondaire est indispendable, tout comme l'investissement public et privé. Valorisation du bio, des petits producteurs, multiplication des marchés locaux, aide financière aux acteurs écologiques (personnes souhaitant mener un projet écologique comme ouvrir un magasin zéro déchet). Réduire les émissions de gaz à effet de serres et de micro/nano-particules par une taxe sur les véhicules pollueurs qui finance des actions environnementales. Interdiction du glyphosate. Protection des abeilles, oiseaux et organismes marins. Sensibilisation à la réduction de viande. Actions concrète pour lutter contre la pollution par les mégots et par les déchets. Mise en place de l'obligation des villes de mettre à disposition uniquement des poubelles "" de rue"" avec possibilité de recyclage. Actions de sensibilisation concrètes auprès des jeunes via les réseaux sociaux en collaboration avec des médias qu'ils côtoient comme Brut. Interdiction des produits alimentaires, cosmétiques contenant des nano-particules nocives. Interdiction des micro-billes de plastique dans les cosmétiques. Réglementation des filets de pêche. Meilleur traitement des eaux avec obligation pour chaque ville de traiter ses eaux usées, eaux de pluie, avant de les rejeter dans les rivières. Fin de l'enfouissement des déchets. Interdiction des produits en plastique à usage unique. Obligation de mise en place de composteurs dans chaque ville, à disposition des habitants (nombre proportionnel de compost pour chaque habitant). Taxe sur les poubelles et sur les produits présentant des déchets en faveur d'une baisse des tarifs des produits ne présentant pas de déchets.";TE13;1
5 130;Etre plus à l'écoute;En leur donnant plus de moyens financier  et en respectant les études qui y sont menés.. pour exemple Schema départemental du déploiement du haut débit qui na pas été respectés par le département.  Ils ont modifiés des infrastructures  en dépit de l attente des concitoyens.. résultat en 2018 dans notre commune encore 1/3 des habitants n ont pas accès a très haut débit. L accès à la television se fait encore par parabole .. ( système peux fiable lors de pluie ou de chutes de neige) les lignes téléphoniques sont en état d abandons.. nos routes sont dégradées ( celle du département..jugée non prioritaire pour eux ) bref nous subissons une perte qualitative de moyens malgres nos couts d imposition qui augmentent ..;OE11;1
5 130;Plus de transparence;En leur donnant plus de moyens financier  et en respectant les études qui y sont menés.. pour exemple Schema départemental du déploiement du haut débit qui na pas été respectés par le département.  Ils ont modifiés des infrastructures  en dépit de l attente des concitoyens.. résultat en 2018 dans notre commune encore 1/3 des habitants n ont pas accès a très haut débit. L accès à la television se fait encore par parabole .. ( système peux fiable lors de pluie ou de chutes de neige) les lignes téléphoniques sont en état d abandons.. nos routes sont dégradées ( celle du département..jugée non prioritaire pour eux ) bref nous subissons une perte qualitative de moyens malgres nos couts d imposition qui augmentent ..;OE11;1
5 130;Plus d'internet / numérique sur tout le territoire;En leur donnant plus de moyens financier  et en respectant les études qui y sont menés.. pour exemple Schema départemental du déploiement du haut débit qui na pas été respectés par le département.  Ils ont modifiés des infrastructures  en dépit de l attente des concitoyens.. résultat en 2018 dans notre commune encore 1/3 des habitants n ont pas accès a très haut débit. L accès à la television se fait encore par parabole .. ( système peux fiable lors de pluie ou de chutes de neige) les lignes téléphoniques sont en état d abandons.. nos routes sont dégradées ( celle du département..jugée non prioritaire pour eux ) bref nous subissons une perte qualitative de moyens malgres nos couts d imposition qui augmentent ..;OE11;1
5 130;Plus de moyens aux communes / plus de décentralisation;En leur donnant plus de moyens financier  et en respectant les études qui y sont menés.. pour exemple Schema départemental du déploiement du haut débit qui na pas été respectés par le département.  Ils ont modifiés des infrastructures  en dépit de l attente des concitoyens.. résultat en 2018 dans notre commune encore 1/3 des habitants n ont pas accès a très haut débit. L accès à la television se fait encore par parabole .. ( système peux fiable lors de pluie ou de chutes de neige) les lignes téléphoniques sont en état d abandons.. nos routes sont dégradées ( celle du département..jugée non prioritaire pour eux ) bref nous subissons une perte qualitative de moyens malgres nos couts d imposition qui augmentent ..;OE11;1
22 200;Etre plus à l'écoute;Moins de centralisation &&Plus de contacts directs avec des gens polyvalent et compétents;OE11;1
22 200;En étant proche des gens / présence physique;Moins de centralisation &&Plus de contacts directs avec des gens polyvalent et compétents;OE11;1
22 200;Plus de moyens aux communes / plus de décentralisation;Moins de centralisation &&Plus de contacts directs avec des gens polyvalent et compétents;OE11;1
21 560;Simplification de l'administration et des services publics;il faudrait moins d'échelons administratifs, plus de transparence et de proximité, cela réduirait dépenses, augmenterait l'efficience des services et la motivation des fonctionnaires;OE9;1
21 560;Plus de transparence;il faudrait moins d'échelons administratifs, plus de transparence et de proximité, cela réduirait dépenses, augmenterait l'efficience des services et la motivation des fonctionnaires;OE9;1
21 560;Plus de proximité et d'humanité;il faudrait moins d'échelons administratifs, plus de transparence et de proximité, cela réduirait dépenses, augmenterait l'efficience des services et la motivation des fonctionnaires;OE9;1
21 560;Réduction des coûts;il faudrait moins d'échelons administratifs, plus de transparence et de proximité, cela réduirait dépenses, augmenterait l'efficience des services et la motivation des fonctionnaires;OE9;1
41 950;Services médicaux dans les zones rurales;Renforcer les structures hospitalières en villes comme en campagnes;OE11;1
27 310;Simplification de l'administration et des services publics;"Aujourd'hui organisation tentaculaire et incontrôlable; nécessité d'une refonte totale avec souci de simplification et de transparence; suppression des organismes plus couteux que ce qu'ils rapportent ou collectent. Recours plus faciles.";OE9;1
27 310;Plus de transparence;"Aujourd'hui organisation tentaculaire et incontrôlable; nécessité d'une refonte totale avec souci de simplification et de transparence; suppression des organismes plus couteux que ce qu'ils rapportent ou collectent. Recours plus faciles.";OE9;1
25 190;Lois et accords commerciaux plus restrictifs;il faut que chaque accord passé avec les pays sur les produits liés à la consomation prènent en compte l'indice carbone, approfondire et soutenir les recherches sur les energies renouvelables;TE13;1
27 440;Simplification démarche administratives;Viser l’efficacité , notamment en cassant les silos et réduisant les procédures / passage d’une administration à l’autre. &&Se digitalisée et créer un seul dossier administratif par citoyen;OE11;1
27 440;Plateforme unique service publique et maison de services publics;Viser l’efficacité , notamment en cassant les silos et réduisant les procédures / passage d’une administration à l’autre. &&Se digitalisée et créer un seul dossier administratif par citoyen;OE11;1
42 550;Défiance vis à vis de la classe politique;Que ceux qui décident connaissent le terrain ou qu'il laisse plus de liberté à ceux qui sont sur le terrain;OE9;1
11 550;Etre plus à l'écoute;L'état doit être à l'écoute;OE11;1
42 579;Horaires d'ouverture inadaptés;Je trouve dommage que l'administration française posséde la plupart du temps des horaires durant lesquels tout le monde travaille, je propose de modifier ces horaires afin que nous puissions nous y rendre après le travail, aux alentours de 18h00;OE9;1
1 670;Plus de moyens aux communes / plus de décentralisation;Comme évoqué dans mon texte précédent &&Les choses doivent se decider au niveau local;OE11;1
42 696;Simplification de l'administration et des services publics;Il est nécessaire de revoir l’organisation, supprimer des postes pour mettre des personnes plus compétentes et plus efficaces, revoir les horaires et la formation des personnes qui ne donnent pas tous la même information;OE9;1
42 696;Diminution du nombre de fonctionnaires, parlementaires, ministres et hauts fonctionnaires;Il est nécessaire de revoir l’organisation, supprimer des postes pour mettre des personnes plus compétentes et plus efficaces, revoir les horaires et la formation des personnes qui ne donnent pas tous la même information;OE9;1
42 696;Horaires d'ouverture inadaptés;Il est nécessaire de revoir l’organisation, supprimer des postes pour mettre des personnes plus compétentes et plus efficaces, revoir les horaires et la formation des personnes qui ne donnent pas tous la même information;OE9;1
35 500;Décentralisation;Plus de décentralisation avec les transferts financiers qui vont avec!! plus de démocratie locale et participative. Des élections au suffrage universel direct pour les conseillers communautaires (interco) / arrêter la création d'intercommunalités XXL comme les métropoles / plus de compétences et de moyens au département / mandat révocatif et impératif pour les élus . arrêter les cumuls des mandats dans le temps et des activités d'élus entre elles;OE9;1
35 500;Défiance vis à vis de la classe politique;Plus de décentralisation avec les transferts financiers qui vont avec!! plus de démocratie locale et participative. Des élections au suffrage universel direct pour les conseillers communautaires (interco) / arrêter la création d'intercommunalités XXL comme les métropoles / plus de compétences et de moyens au département / mandat révocatif et impératif pour les élus . arrêter les cumuls des mandats dans le temps et des activités d'élus entre elles;OE9;1
35 500;Plus de consultation et décision du peuple (dont RIC);Plus de décentralisation avec les transferts financiers qui vont avec!! plus de démocratie locale et participative. Des élections au suffrage universel direct pour les conseillers communautaires (interco) / arrêter la création d'intercommunalités XXL comme les métropoles / plus de compétences et de moyens au département / mandat révocatif et impératif pour les élus . arrêter les cumuls des mandats dans le temps et des activités d'élus entre elles;OE9;1
42 630;Plus d'éducation;Il faudrait intégrer aux cours d'éducation civique (ou créer un nouveau module) pour changer les comportements et limiter l'impact écologique des gens (les enfants l'apprenant ils en parleront aux parents);TE13;1
42 680;Inciter à la mobilité;Améliorer les transports, construire des logements, améliorer l’accessibilité aux soins, avoir plus d’établissements aux petites enfance ...;OE11;1
42 680;Services médicaux dans les zones rurales;Améliorer les transports, construire des logements, améliorer l’accessibilité aux soins, avoir plus d’établissements aux petites enfance ...;OE11;1
12 210;Exemplarité des politiques;Et les entreprises ? Quelle est leur par de responsabilité ? &&Chaque individu est responsable, mais les collectivités sont elles aussi concernées.;TE13;1
12 210;Mobilisation citoyenne;Et les entreprises ? Quelle est leur par de responsabilité ? &&Chaque individu est responsable, mais les collectivités sont elles aussi concernées.;TE13;1
6 020;Plus d'internet / numérique sur tout le territoire;DIGITAL & POLYVALENCE;OE11;1
6 020;Simplification démarche administratives;DIGITAL & POLYVALENCE;OE11;1
6 080;Plus d'internet / numérique sur tout le territoire;"L'urbanisation est tributaire des pôles majoritaires de circulation d'abord, de travail et de divertissement ensuite. Une zone géographique ne peut sortir de ses difficultés qu'avec une économie vivante et basée sur des structures pérennes auxquelles les gens ont ACCÈS. Il est temps de sortir du modèle ""Paris et le reste de la France"", trop de zones sont encore éloignées de tout.";OE11;1
6 080;Plus de moyens aux communes / plus de décentralisation;"L'urbanisation est tributaire des pôles majoritaires de circulation d'abord, de travail et de divertissement ensuite. Une zone géographique ne peut sortir de ses difficultés qu'avec une économie vivante et basée sur des structures pérennes auxquelles les gens ont ACCÈS. Il est temps de sortir du modèle ""Paris et le reste de la France"", trop de zones sont encore éloignées de tout.";OE11;1
14 600;Plus de moyens aux communes / plus de décentralisation;L État devrait aller plus loin dans la décentralisation, en particulier en donnant plus de compétences aux régions. Il faut aussi rationaliser la distribution de la PAC et des subventions tout en favorisant la transition vers une agriculture plus durable.;OE11;1
6 370;Simplification de l'administration et des services publics;Trop complexe et détachée des réalités-simplification des démarches et recourir à des consultations citoyennes (vote);OE9;1
6 370;Plus de consultation et décision du peuple (dont RIC);Trop complexe et détachée des réalités-simplification des démarches et recourir à des consultations citoyennes (vote);OE9;1
