customer_id,question_name,answer,theme
20347,FI9,De la justice par rapport aux revenus plus tu gagnes plus tu paies d’impôt le rétablissement de l’Isf est imperatif,Impôts et dépenses publiques
20353,FI9,Les membres du gouvernement devraient être contrôlée sur les dépenses liées à leurs statuts,Impôts et dépenses publiques
20355,FI9,"Quand on prend des risques : création d'entreprise, investissement locatif ...on ne doit pas être pénalisés autant",Impôts et dépenses publiques
20358,FI9,"Révision des revenus des politiques, le non cumul des mandat politiques .",Impôts et dépenses publiques
20365,FI9,"Les surcouches entre l'État et les collectivités sont un gaspillage
Généraliser le principe d'utilisateur payeur (cf. Ecotaxe)
NE PAS VENDRE LES ACTIFS RENTABLES DE L'ETAT",Impôts et dépenses publiques
20388,FI9,Suppression  du train de vie  et des privilèges  de nos politiciens...,Impôts et dépenses publiques
20393,FI9,Les auto entrepreneurs et petites sociétés ne peuvent pas vivre en France il faut quitter ce pays qui a mutilé son peuple parce qu’il voulait manifester,Impôts et dépenses publiques
20414,FI9,"Tracer les impôts pour que les citoyens comprennent que les impôts leur servent à eux. 
Rigueur budgétaire sur l'état et non sir les français.
Mise en place d'aide fiscale sur les sujets vitaux : environnement, climat et agriculture.",Impôts et dépenses publiques
20431,FI9,"Arrêtez de toujours defoncer les classes moyennes qui sont assez riches pour payer des impôts, trop riches pour avoir un logement social  mais pas assez pour se payer un conseiller en optimisation et évasion fiscale.",Impôts et dépenses publiques
20432,FI9,"Réduire les charges patronales, énormément de patrons souhaiterais embaucher, mais ne peuvent pas se le permettre a cause des charges",Impôts et dépenses publiques
20440,FI9,"Remettre l'impôt sur la fortune est un minimum. Peu importe si soi disant les riches quittent le pays en attendant leur argent dort dans les paradis fiscaux. Cet argent ne leur sert à rien et la plupart du temps ils ne le méritent pas (car ce sont les ouvriers qui créent la richesse d'une entreprise). Le ruissellement est un leur. Rendez nous la richesse que nous avons créé. Il est urgent de se battre contre l'évasion fiscale.
D'autre part les dépenses sociales sont financées par nos cotisations. Ce n'est donc pas un cadeau ou de la générosité que d'avoir une assurance maladie ou une assurance chômage. Et donc il me semble indécent de fliquer les chômeurs alors qu'ils doivent se battre les uns contre les autres pour décrocher un job alors qu'il n'y en a pas assez pour tout le monde. C'est les millionnaires (souvent eux mêmes héritiers) qui profitent. Pas les chômeurs.",Impôts et dépenses publiques
20446,FI9,"Je ne pense pas que réduire les dépenses soit une bonne solution. La France est un chantier perpétuel, il est nécessaire d'investir en permanence pour la construire.",Impôts et dépenses publiques
20453,FI9,Vos questions sont trop orientaté,Impôts et dépenses publiques
20489,FI9,Il faudrait mettre la tva à  0% sur les produits de premières nécessités,Impôts et dépenses publiques
20490,FI9,imposé les multinationales qui possède une boutique en France,Impôts et dépenses publiques
20504,FI9,Charges patronales et charges sociale. Financement de la securite sociale,Impôts et dépenses publiques
20516,FI9,Evasion fiscale / Paradis fiscaux / Imposition des multinationales / Imposition des banques / Aides aux entreprise / Niches fiscales,Impôts et dépenses publiques
20519,FI9,Diminution csg et retablissement indexation pension retraite sur inflation,Impôts et dépenses publiques
20525,FI9,"Je voudrais ajouter qu'il ne faut pas réduire les dépenses pour les services publics, mais au contraire les augmenter !
Il faut de l'argent pour nos écoles, nos hôpitaux, etc...",Impôts et dépenses publiques
20526,FI9,Rendre illégal les emprunts de l'état a des banques autres que la banque de France. Ne plus avoir d'intérêt de la dette.,Impôts et dépenses publiques
20528,FI9,"URSSAF, RSI",Impôts et dépenses publiques
20532,FI9,Supression impôt sur le revenu ou a minima retablissement du bareme familial. Suppression pour TOUS de la taxe d habitation,Impôts et dépenses publiques
20540,FI9,"L’état des hôpitaux me révolte. La manière dont le personnel médical public est traité (infirmières, as, docteur) ne peut pas durer. L’opinion est massivement en faveur d’un service public de qualité. Il faut mettre beaucoup plus de moyens dans notre système de santé public et augmenter les effectifs infirmiers pour limiter le turn over,  les burn out et les patients maltraités (en particulier les personnes âgées). on peut trouver cet argent dans la cotisation chômage, qui est a mon sens trop importante. En un mot, Baisser les indemnités chômage pour embaucher dans les hôpitaux. Je ne sais pas comment c’est faisable mais c’est ce que j’aimerais.",Impôts et dépenses publiques
20552,FI9,Arrêtez de vouloir baisser la dépense publique,Impôts et dépenses publiques
20576,FI9,"La propriété individuelle devrait être une exception, et non la règle.",Impôts et dépenses publiques
20579,FI9,"Si possible, transformer le paiement à l’heure par le paiement à la performance, cela pourrait permettre d’avoir systématiquement les meilleurs travailleurs, autrement dit prendre les plus forts.",Impôts et dépenses publiques
20585,FI9,"Arrêter de proposer des solutions d’assistanat (chômage trop simple à avoir, trop de primes, trop d’aides...)
Se focaliser sur la formation et sur un ruissellement économique bien maîtrisé + soutenir l’industrie et accompagner les postes en voie de disparition.",Impôts et dépenses publiques
20605,FI9,"Laisser ceux qui bossent gagner leur argent, surtout ceux qui gagnent un peu plus que les autres et qui ne souhaitent pas forcément payer pour les autres, du moins dans une certaine limite",Impôts et dépenses publiques
20606,FI9,Il faut simplifier rendre plus lisible selon un principe: peu d'impôts et peu de crédit d'impôt,Impôts et dépenses publiques
20609,FI9,"Principalement se payer sur les salaires que l'Etat paye.
Pas sur les fonctionnaires payé le smic mais ceux payé très cher ainsi que les retraites des anciens présidents",Impôts et dépenses publiques
20621,FI9,"l Immigration massive ! moi je vois des jeunes couples français se mettre en ménage , prendre un logement et qui se font aider par amis et famille pour meubler leur logement une cafetière ,une machine a laver a la différence ou je réside 2 appartement type 5 sont sous loué a terre d' asile réquisitionné par l Etat et je vois des camions qui afflue avec des lit tout neuf des tv écran plat    , des vélos de l électroménager tous neuf encore sous emballage tous leur est donné !imaginez le regard de nos jeunes français eux triment  mais l Etat dépense l 'argent publiques pour l' immigration et laisse sa jeunesse française dans la merde ! pour tout vous dire je travail pour une compagnie de transporteur ,j' ai souvent des transport de chéquier tous neuf de toutes banques depuis quelques mois je ramasse aussi les cartes bancaires of2 destinez a l immigration chaque personne majeur a le droit a une carte de ETAT bloqué a 651 Euros mensuel ! encore plus qu un RSA elle est ou l' égalité la dedans ?",Impôts et dépenses publiques
20636,FI9,"Il est inadmissible que ce soit maintenant les communes qui ne touche plus l’impôt sur les logements de devoir financer les infrastructures communal et entretien des routes c’est l’état qui est responsable de la dégradation de notre pays 
D’arrêter de financer les logements et l’arrivée des migrants sur l’argent de nos impôts qui en ont détourné l’usage qu’il aurait dut être fait de cet argent pour exemple Baisse des remboursements de la sécurité sociale sur les hospitalisations le raquette de la CSG sur les retraites la retraite est un dû Pas une allocation.
L’augmentation des carburants qui isole encore plus le milieu rural.
N’écologie n’est qu’une excuse pour racketter les automobilistes pour preuve les véhicules qui ne sont plus utilisés sur notre territoire pour cause de pollution sont revendu dans les pays africains qui là-bas ne sont pas interdit de rouler qu’on les détruisent d’accord qu’on les vend pour qui continue à polluer non et je m’en arrêterai là",Impôts et dépenses publiques
20646,FI9,Les classes moyennes sont la partie de la population trop souvent oubliée par l’Etat. Payer 12000€ d’impôts en 4 mois pour un salaire de classe moyenne n’est pas juste.,Impôts et dépenses publiques
20654,FI9,Réduire le nombre d'élu à tous les échelons,Impôts et dépenses publiques
20658,FI9,"Les salaires des hommes et femmes d'États inutiles, baisser un peu les salaires des gens d'États en général d'ailleurs... C'est un petit pas, mais comme ça on pourrait les redistribuer dans la rénovation de maisons abandonnés, ou rendre moins cher les transports en communs...",Impôts et dépenses publiques
20659,FI9,"Taxes aux multinationales, lutte évasion fiscale, stop aux lobbies, diminution salaires sénateurs députés ambassadeurs ministres président, élimination de leur privilèges",Impôts et dépenses publiques
20662,FI9,Rétablir l'ISF,Impôts et dépenses publiques
20666,FI9,Il faudrait réellement mettre en place le système voulu par la Loi organique relative aux lois de finances du 1er août 2001. C’est à dire passer a un contrôle à posteriori de la loi de finance en accordant plus d’importance à l’examen du projet de loi de règlement et engager la responsabilité des ordonnateurs responsables.,Impôts et dépenses publiques
20671,FI9,"Unifier les aides sociales en un seul dispositif global, diminution du nombre de fonctionnaires (par le non-remplacement lors du départ à le retraite), numérisation de l’Etat, fin du statut privilégié des fonctionnaires pour un contrat de travail standard",Impôts et dépenses publiques
20672,FI9,On dépense trop dans les aides aux entreprises comme Cice. Ce sont les PME qui créent l'emploi et le MEDEF ne les représente pas,Impôts et dépenses publiques
20679,FI9,"plus de budgets redistribués aux services vitaux : éducation, santé, force de l'ordre , ce sont les 3 bases d'une société qui va bien , et clairement ses services souffrent",Impôts et dépenses publiques
20704,FI9,"Supprimer la CSG : impôt non progressif
Supprimer la TVA payée sur les taxes",Impôts et dépenses publiques
20707,FI9,Que les dépenses soient mieux réparties en fonction des besoins dans les régions consulter les citoyens. Savoir où va l'argent,Impôts et dépenses publiques
20708,FI9,"Le contrôle comptable doit être plus régulier, l'information doit circuler plus vite
La déontologie doit être plus appliquée dans le cœur de métier fiscal",Impôts et dépenses publiques
20721,FI9,Rétablissement ISF Flat taxe et exit taxe ainsi que la suppression du CICE,Impôts et dépenses publiques
20728,FI9,"Il faudrait que le salaire de certains députés soit baisser et sue c’ette argent aille dans les services publics, que l’immunité soit enlevée aux dirigeants car sans immunités il ne ferons pas toutes ses fraudes",Impôts et dépenses publiques
20743,FI9,"Mauvaises répartition des impositions sur les revenus selon les ménages, les calculs doivent être repensés et les impôts devraient être soumis à ceux qui en ont les moyens.",Impôts et dépenses publiques
20772,FI9,"Il ne faut pas baisser les dépenses, la suppression de la fraude permettrait déjà de répondre aux difficultés. Nous avons besoin de tous les services publics pour assurer notre avenir, et on ne peut laisser personne derrière. Au contraire, si l'on veut s'en sortir, il faut mettre un maximum d'argent dans l'école par exemple, et pas dans le CICE",Impôts et dépenses publiques
20777,FI9,"Plus de transparence et la revue à la baisse des pensions et avantages à vie accordés aux sénateurs, la rémunération des élus",Impôts et dépenses publiques
20785,FI9,Remettre à plat les aides sociales et vérifier au plus près leurs attributions,Impôts et dépenses publiques
20793,FI9,"Nous demandons une baisse des taxes sur les dépenses obligatoires en tant que salariés, citoyens (Carburant, Alimentation etc) && Nous demandons une baisse des taxes sur les dépenses obligatoires en tant que salariés, citoyens (Carburant, Alimentation etc)",Impôts et dépenses publiques
20805,FI9,"Il faudrait ce concentrer sur les achats publiques, acheter davantage français et faire travailler notre peuple poir le peuple et non pour d'autre pays",Impôts et dépenses publiques
20810,FI9,Il faut baisser les salaires des hommes politiques au lieu de crier sur les riches méritant,Impôts et dépenses publiques
20812,FI9,Créer que des coop,Impôts et dépenses publiques
20813,FI9,"Trop d impôts n aident pas, bien au contraire car ralentir la croissance en baissant le pouvoir d'achat n a jamais fait repartir un pays! Mieux repartir les richesses et favoriser l'agriculture ainsi que le commerce de proximité serait la solution
Cela repeuplerait les campagnes
Donc relancerait l économie locale
Désengorgerait les villes
Diminuerait la polution
Favoriser un système zero déchet serait une grosse économie dans la mesure ou ce serait récompensé.
Les violences policières contribuent au trou de la sécu
Valoriser les femmes remettrait l éducation au goût du jour au lieu de brûler leur paroles et désiré d'emploi .
Si besoin j ai d autre idees",Impôts et dépenses publiques
20815,FI9,Sortir de la règle d'or des 3% tous les investissements. Investir massivement dans la transition écologique.,Impôts et dépenses publiques
20816,FI9,Immigration,Impôts et dépenses publiques
20820,FI9,"Il faut revoir le sens des priorités
La priorité : le peuple",Impôts et dépenses publiques
20830,FI9,"Il faut une prise de conscience collective de l’utilisation de nos impôts, à savoir les dépenses d’éducation et les dépenses sociales notamment qui ne sont pas dues mais une chance, une chance financée par nos impôts car c’est un choix de société. Les gens ne comprennent plus le sens de l’impôt",Impôts et dépenses publiques
20841,FI9,"Les fonds Europeens: diminuer les échelons administratifs pour les appels à projet car peu de fonds utilisés car dossier trop lourd à gérer car trop d'étapes, trop peu d'information",Impôts et dépenses publiques
20843,FI9,"Utiliser moins d'argent dans les intercommunalités et baisser les salaires au député et sénateurs, lutter réellement contre la fraude fiscale .",Impôts et dépenses publiques
20848,FI9,Je trouve que l'abolition de l'ISF est justifié tout autant que la fin de la taxe d'habitation. Les personnes voient toujours ce que les riches gagnent mais ne regardent pas devant eux.,Impôts et dépenses publiques
20857,FI9,Remettre à plat les niches fiscales...,Impôts et dépenses publiques
20868,FI9,Limiter les dépenses au niveau du président et des ministres. Arrêter la fraude fiscale,Impôts et dépenses publiques
20877,FI9,Depe'se et salaire et fraude fiscal,Impôts et dépenses publiques
20880,FI9,Augmenter les salaires des agents hospitalier qui son gelé depuis 10 ans,Impôts et dépenses publiques
20885,FI9,"Faire participer les demandeurs d'emploi à des travaux d'intérêt général permettrait de les réinsérer socialement tout en réduisant certaines dépenses publiques. 2- Sous-traiter le maximum de services publics à des entreprises mieux à même que les administrations de trouver des sources d'efficacité. 3- Responsabiliser les contribuables en développant une logique de paiement des services publics, remboursés ensuite  pour les plus démunis, plutôt qu'une approche du directement gratuit (par exemple pour l'école, mais pourquoi pas pour les péages d'autoroute, etc.)",Impôts et dépenses publiques
20889,FI9,Cessez les doubles impositions,Impôts et dépenses publiques
20898,FI9,"L'impôt doit être calculé en fonction des revenus. Point à la ligne. Tu galères pour bouffer ? T'es exonéré. Tu mange du caviar au p'tit dej', tu double-payes.",Impôts et dépenses publiques
20900,FI9,"La transparence, grâce à des rapports et la facilité d'accès aux interfaces de demande d'aide social",Impôts et dépenses publiques
20901,FI9,"Réduire les avantages de tous nos politiques ainsi que pour les hauts fonctionnaires !! Plus de retraite à vie pour nos anciens présidents ainsi que nos ministres , sénateurs , députés !! Réduire tous les avantages de nos anciens politiques ( chauffeurs , voitures de fonctions , service de sécurité , logement etc ... ) dès l'instant qu'ils ne sont plus en fonctions",Impôts et dépenses publiques
20904,FI9,"Moins d'impôts passe par moins d'aides sociales, c'est à dire en finir avec un modèle de société qui veut supprimer la pauvreté, et où l'état est la solution à tous les problèmes jusqu'à s'introduire dans la sphère privée, voire même familiale.",Impôts et dépenses publiques
20911,FI9,Il faudrait qu’une partie de la population comprennent que ce sont en grande partie les impôts qui permettent la réduction des inégalités sociales,Impôts et dépenses publiques
20925,FI9,Relancer l’investissement en baissant les impôts sur les sociétés. Plus inciter à embaucher et relancer la croissance,Impôts et dépenses publiques
20929,FI9,Que les français on le droit de voir les dépenses du gouvernement par le peuple,Impôts et dépenses publiques
20932,FI9,"L’autre point que je voudrai aborder c’est la csg et la rds?
Pourquoi avoir augmenté fortement la Csg et Rds et ce sont toujours les mêmes qui paient ,ceux qui ont mis un peu d’argent dans différent placement .",Impôts et dépenses publiques
20933,FI9,"Concernant les dépenses , réduire les salaires des ministres , sénateurs et celui des maires des villes de plus de 100 000 habitants, réduire le nombre des ministres, supprimer TOUS les avantages de ceux ci ( voitures de fonction, appartements de fonctions,  suppression  de leurs frais d'enterrement payés par les contribuables,  et tous leurs avantages financiers ignobles et indécents payés par les contribuables )",Impôts et dépenses publiques
20944,FI9,Une gestion plus strictes des frais des élus même si cela ne représente que peu de chose par rapport au budget de l’État.,Impôts et dépenses publiques
20946,FI9,arrêter de nous imposer sur tous les niveaux et arrêter de niquer les retraités,Impôts et dépenses publiques
20949,FI9,bien faire comprendre aux gens et notamment aux gilets jaunes que demander des baisses d'impots et de taxes et en meme temps réclamer plus de services publics est une aberration.On ne peut pas donner plus que ce que l'on a. Sinon emprunter mais...jusqu'à quand,Impôts et dépenses publiques
20953,FI9,"Selon moi, il y a trop de dépenses inutiles, les salaires de nos gouvernants sont trop élevés.
Une commission populaire devrait pouvoir donner son accord pour chaque dépenses.
Quant aux impôts, qu'ils soient en fonction des revenus de chacun.",Impôts et dépenses publiques
20959,FI9,"Lancer la réduction progressive des droits de succession, autre raison du départ de capitaux",Impôts et dépenses publiques
20968,FI9,Tva à 0 sur les produit de première nécessité répercuter sur les produit de luxe et baisser les produit d'hygiène féminine,Impôts et dépenses publiques
20976,FI9,Refusez de payer la dette publique et arrêtez de nous faire payer VOS erreurs !,Impôts et dépenses publiques
20982,FI9,"Pour moi, il ne faut pas réduire le budget ""social"", nous avons l'un des meilleurs systèmes, même s'il coûte cher à l'Etat. Que couterait-il d'ailleurs aux ""particuliers"" s'il n'avait pas cette forme ? Quelle tête on ferait si on devait payer nos frais de santé et 10000€/année scolaire d'un enfant? Je pense que la hausse des impôts (carbone, tabac, alcool) peut être une solution.",Impôts et dépenses publiques
20994,FI9,"Il serait important de revoir les priorités parfois quand le peuple meurt de fin, est-il nécessaire de changer la moquette de l’Élysée etc... et est-il normal que quelqu’un qui touche 1200€ paie 120€ d’impôts par mois le reste à vivre est moindre a contrario quelqu’un qui gagne 5000€ même s’il donne la moitié il peut largement vivre avec. Je ne suis pas contre que des gens gagnent beaucoup par rapport à leur travail ou leurs responsabilités mais il faut également qu’ils contribuent à hauteur.",Impôts et dépenses publiques
21013,FI9,"Changer les règles européennes pour supprimer le dumping fiscal
Interdire le droit de veto à des petits pays européens qui se comportent comme des paradis fiscaux comme le Luxembourg ou Malté
Légiférer pour protéger les lanceurs d’alerte qui sont nos héros modernes 
Valoriser les lanceurs d’alerte",Impôts et dépenses publiques
21020,FI9,Imposer toutes les indemnités des élus,Impôts et dépenses publiques
21022,FI9,"Favoriser une politique de relance plutôt que l'austérité, réinvestir dans l'éducation et l'écologie",Impôts et dépenses publiques
21027,FI9,"J'ai répondu trop vite à la précèdente question. À propos d'une fiscalité plus juste et plus efficace, j'ai déjà répondu plus haut : rétablir plus de tranches d'imposition et plus de progressivité. Et réellement lutter contre la fraude fiscale, en interdisant l'optimisation fiscale, et en embauchant dans les finances publiques, qui se plaignent de voir leurs effectifs réduits alors que le nombre d'entreprises à contrôler augmente chaque année.",Impôts et dépenses publiques
21033,FI9,"Rétablir l'ISF. Augmenter le nombre de paliers de l'impôt sur ke revenu, avec des paliers progressifs jusqu'à 95 % pour les plus hauts revenus. Que tout le monde paye l'impôt, même pour un franc symbolique.",Impôts et dépenses publiques
21040,FI9,Lutter contre le travail au noir,Impôts et dépenses publiques
21042,FI9,Les représentants de l’état ne doivent plus jamais de privilège sur l’impôt sur tous leur revenus et primes de toute sorte ainsi que sir tous les avantages ( voiture logement repas voyage rentes etc),Impôts et dépenses publiques
21044,FI9,Beaucoup trop de français ne paye pas d’impôts,Impôts et dépenses publiques
21046,FI9,Arrêter d'augmenter les impôts,Impôts et dépenses publiques
21047,FI9,"La priorité à mes yeux ,c'est de faire que l'emploi se développe davantage..qu'il rende leur dignité à ceux qui l'ont perdu .Ils deviendront des citoyens à part entière.On pourra cesser de les traiter de fainéants.",Impôts et dépenses publiques
21050,FI9,"L'attribution des aides gouvernementales devrait continuer, mais sous certaines conditions. Par exemple, des aides pour la collectivité (entretien des biens publics). Cela justifierait premièrement les aides, ferait économiser au gouvernement et donnerait une belle image de la France avec ces espaces entretenus",Impôts et dépenses publiques
21086,FI9,La tva sur les produits de première nécessité devrait être revue à la baisse. Merci,Impôts et dépenses publiques
21096,FI9,Ne pas dépenser de l’argent pour des fêtes extravagantes,Impôts et dépenses publiques
21107,FI9,revoir les avantages des anciens chefs d'État et sénateurs,Impôts et dépenses publiques
21128,FI9,"Récupérer les 80 à 100 milliards d'évasion fiscale par an dans les paradis fiscaux : Luxembourg, suisse, Irlande, Hollande etc.../",Impôts et dépenses publiques
21130,FI9,"Baisser les salaires des députés en fonction de leur présence active dans leur instance assemblée nationale ou sénat, pénaliser leur temps de sieste",Impôts et dépenses publiques
21152,FI9,"Arrêter d’augmenter les taxes sur l’essence, source de première nécessité",Impôts et dépenses publiques
21160,FI9,Train de vie de l’état et des administrations à réduire,Impôts et dépenses publiques
21169,FI9,Diminuer les dépenses de l’état,Impôts et dépenses publiques
21175,FI9,Depenses doublons,Impôts et dépenses publiques
21193,FI9,L'impôt des multinationale ? A quand l'égalité avec les PME ?,Impôts et dépenses publiques
21241,FI9,"Adopter l’état d’esprit des pays scandinaves À propos des dépenses du gouvernement et du parlement. En particulier, le train de vie des ministres et des parlementaires.",Impôts et dépenses publiques
21248,FI9,arrêter de payer les frais des politiques,Impôts et dépenses publiques
21255,FI9,"Ne pas remettre l’isf, car ce sont les grandes fortunes qui génère des profits ,",Impôts et dépenses publiques
21258,FI9,Que on remette l’es acteur économique à leur place les vrais acteur économique,Impôts et dépenses publiques
21259,FI9,"La dette n'est pas un problème en soi. Le système tout entier est sclérosé de l'intérieur car ses objectifs ne visent pas les intérêts du peuple, ils ne visent que les intérêts économiques des plus riches. Pour qui le système n'est, de fait, pas un problème, considérant que ce sont eux qui en tirent le meilleur parti.",Impôts et dépenses publiques
21266,FI9,"Remettre l'ISF 
Diminuer les avantages financiers pour les politiques",Impôts et dépenses publiques
21267,FI9,"Augmenter le temps de travail des fonctionnaires administratifs, mesdames et messieurs, le secteur public est le seul ou le salaire augmente plus vite que la productivité!!! Les salariés du public se doivent d’être aussi engagés et aussi assidus que les salariés du privé. 

Enfin, merci aux administrations (même si cela est dérisoire) de supprimer les doublons de tâches et les incohérences procédurières.",Impôts et dépenses publiques
21273,FI9,"Moins d’agents administratifs, surtout dans les territoires, moins de députés, de sénateurs, de voitures de fonction avec chauffeur, des salaires et primes moins élevés à tout le gouvernement (mettre un pointage à l’assemblée pour faire un pro rata) d’appartements de fonction , pour nos anciens présidents plus de gardes du corps et d’avantages quels qu’ils soient enfin revoir le système de retraite des membres du gouvernement",Impôts et dépenses publiques
21298,FI9,Faire le prélèvement à la source c'est bien mais il fallait réformer le système fiscal le simplifier avant en supprimant tout un tas de petite niche qui rend trop complexe les choses.,Impôts et dépenses publiques
21304,FI9,"Dépénalisation du cannabis= l’argent qui va aux trafiquants de drogues (qui cumulent les aides) ira directement à l’état, de plus il sera taxer. La création d’emploi suite à la dépénalisation baissera le chômage. 
De plus les forces de l’ordre n’auront plus à se faire caillasser dans les cités",Impôts et dépenses publiques
21307,FI9,Salaires des ministres députés sénateurs leurs privilèges leurs nombres trop élevés ainsi que les conseillers et secrétaires exiger des notes de frais au lieu de leur distribuer des enveloppes pour fonctionnement,Impôts et dépenses publiques
21308,FI9,Pour économiser on pourrait aussi retiré tout les privilèges des haut fonctionnaire et hommes politiques. Ils disent qu'il faut retiré les statuts des privilèges qu'ils commencent pad eux ça fera beaucoup beaucoup d'économie.,Impôts et dépenses publiques
21326,FI9,Supprimer la CSG pour les retraités,Impôts et dépenses publiques
21331,FI9,Il y a pas besoins d autant personne au gouvernement et pas besoins d autant d argent et d avantage. Le président et tout gouvernement doit être à l image de son peuple donc devrai vivre avec un salaire normale et un mode de vie comme nous,Impôts et dépenses publiques
21345,FI9,"Le coût de l’appareil politique est tenu sous silence tout comme la fiscalité qui leur est appliquée 
Le financement des partis des syndicats devrait faire l’objet d’importantes réformes en vue de faire des économies 
Les sommes en jeu semblent énormes il suffit pour s’en convaincre de voir la faillite du PS obligé de vendre le château alors même que les uns et les autres sont de moins en moins représentatif 
Qu’ils s’appuient sur leur adhérents et sympathisants et qu’on leur impose une totale transparence de leurs financement au même titre qu’on l’impose à une entreprise ou un commerçant",Impôts et dépenses publiques
21358,FI9,"Tout le monde devrait être imposé, même faiblement, dans un effort de participation au bien collectif.",Impôts et dépenses publiques
21361,FI9,"Je voudrais savoir combien de recettes fiscales entre chaque mois et à quoi elles sont utilisées et ce qu'il reste 
Un peu comme un citoyen qui a un budget à gérer et doit le gérer en fonction de ce qu'il gagne et de ses projets et besoins",Impôts et dépenses publiques
21369,FI9,Les retraités entre 2000 et 5000 euro par mois ne sont pas des retraites riches. Ils ont essayé de progresser dans leur emploi pour obtenir la meilleure retraite  possible quand l heure sera venue. Contrairement à certaines personnes qui se sont laissées vivre. Il est injuste de leur spolier une partie de leur retraite qui en plus n est plus ou peu indexée sur le coup de la vie. Une honte . Faut il que cette catégorie silencieuse se joigne aux pauvres gens ? Car on risque de devenir comme eux a force d etre ponctionne et de ne bénéficier d aucune aide.,Impôts et dépenses publiques
21372,FI9,Limiter les avantages des anciens présidents notamment,Impôts et dépenses publiques
21376,FI9,Réforme du service social suppression du RSA réforme des collectivités territoriales,Impôts et dépenses publiques
21403,FI9,"L'impôt sur les revenus est juste la tva et csg sont injustes. Les contributions fiscales doivent prioritairement être attribuée et partagées pour améliorer les conditions de vie des concitoyens (hôpitaux, CAF, sécurité sociale, services sociaux.). La contribution au titre de l'aide aux entreprises doit être assujetti à des objectifs et des résultats (CICE devait amener 1 million d'emplois, ou sont-ils ? )",Impôts et dépenses publiques
21408,FI9,Supprimer l'Aide medicale d'état pour les etrangers et les personnes n'ayant jamais cotisé en France,Impôts et dépenses publiques
21409,FI9,Le service public hospitalier qui se meurt je travaille en ephad  depuis trente ans et nos vieux ont ne peut plus s en occuper correctement  on nous parle de bientraitance que faire le temps de travail à diminué .nos vieux arrive avec plus de besoins et le personnel est fatigué car diminution de celui ci et puis nos salaires qu' elle triste gel du point arrêt de la bonification et notre diplôme d aide soignante pas reconnu seulement en prime donc le calcul de notre retraite  ?,Impôts et dépenses publiques
21410,FI9,"Je réinsiste sur le fait qu’il faut que les sociétés payent leurs impôts correctement et sans tricher, fini les niches fiscales, fini la triche fiscale && Je réinsiste sur le fait qu’il faut que les sociétés payent leurs impôts correctement et sans tricher, fini les niches fiscales, fini la triche fiscale",Impôts et dépenses publiques
21414,FI9,"Pas assez d’écart entre une personne qui travail et une autre qui ne le fait pas... d’accord aux aides social pour les personnes dans l’incapacité de travailler.
Adapter la fiscalité des entreprise... protéger les patrons de pme TPE ou artisans seul qui favorise le service et l’emploie local... arrêter de leur pondre une taxe tout les mois en les dégoûtant de brasser de l’argent pour qu’il ne reste pas grand chose... ces gens là arrivent à ce sortir un salaire un peu meilleur qu’une partie des salariés mais ramener au taux horaire et aux contrainte de vie sont bien moins lotis finalement... alors que les grandes entreprises versent des dividendes à leurs patron de l’ordre de millier boir million d’euros et de l’argent aux actionnaires tout en supprimant de l’emploi....",Impôts et dépenses publiques
21439,FI9,Baisser le nombre de député à 200 et sénateur à 150 et baisser leur salaire. Rendre publique toute les rentré et dépense de l'état,Impôts et dépenses publiques
21441,FI9,l’état a forcent de vouloir toujours plus coupent la branche ou il est assis il étouffe l’économie.et croire que le CAO aux grosses multinational va donner des emplois c'est vraiment nous prendre pour des ânes. il serait plus intelligent d'aider les PME et ARTISANS qui eux s'en doute peuvent créer de l'emplois,Impôts et dépenses publiques
21446,FI9,Impôts plus justes en fonction des revenus reels et dépenses justifiées ( avantages divers  des politiques mieux contrôlés voire supprimés pour certains),Impôts et dépenses publiques
21454,FI9,"La politique fiscale de la France est bonne, il suffit juste de l'appliquer, par exemple en détruisant le verrou de Bercy, ou en créant une politique fiscale européenne pour uniformiser les taux d'imposition et détruire l'existence de paradis fiscaux (Belgique, Luxembourg, Irlande etc.).",Impôts et dépenses publiques
21487,FI9,Arrêter de taxer les produits utilisés principalement par les classes populaires. Il faut récupérer l'argent là où il est donc taxer les produits utilisés principalement par les classes populaires favorisées.,Impôts et dépenses publiques
21498,FI9,"C'est la privatisation de la France et  le libéralisme économique qui est responsable de la dette publique. Ce n'est pas aux Francais de payer. Cest aux PDG, aux patrons de multinationales, aux évadés.",Impôts et dépenses publiques
21504,FI9,"ARRÊTEZ DE FAIRE DES CADEAUX AUX ULTRA RICHE PTN
LE RUISSELLEMENT
C
DE
LA
MERDE",Impôts et dépenses publiques
21524,FI9,"Faire en sorte que tout le mondepaie des impôts. Inclure les allocations dans le calcul de l'impôt afin de réduire les inégalités (un salarié ayant un salaire moyen a payer des impôts, alors que celui ayant un salaire moindre et des allocations, le tout supérieur au salaire du cas précédent va payer des impôts ). Avoir plus de tranches d'impôts. Faire des économies sur la politique de logements car trop d'acteurs, montant des allocations pouvant dépasser le loyer et les charges. Revoir le montant des subventions aux associations par exemple association éducation plein air qui paie les vacances aux fonctionnaires du ministère des finances.
Je tiens à votre disposition un fichier exel",Impôts et dépenses publiques
