contribution;tag;corpus;question;count
2 147;Plus d'éducation;"Limiter l'idéologie dans les débats. Identifier les lobbies  sans les empêcher de s'exprimer, mais dire clairement ""d'où"" ils parlent. Favoriser les émissions de radio,  télé, qui abordent à fond les aspect techniques, économiques, sociaux, fiscaux et écologiques et leur implication dans le temps, donner une previson de calendrrier, de telle ou telle orientation  : abandon progressif du nucléaire, montée  en puissance énergie renouvelable, économie circulaire,quelles difficultés,  quel timing...et en discuter avec le souhait commun fondamental d'avancer, même si chacun sait qu'il faudra perdre tél ou tel privilège ou confort, pour ne pas mourir ensemble !";TE13;1
2 147;Arrêt lobbying;"Limiter l'idéologie dans les débats. Identifier les lobbies  sans les empêcher de s'exprimer, mais dire clairement ""d'où"" ils parlent. Favoriser les émissions de radio,  télé, qui abordent à fond les aspect techniques, économiques, sociaux, fiscaux et écologiques et leur implication dans le temps, donner une previson de calendrrier, de telle ou telle orientation  : abandon progressif du nucléaire, montée  en puissance énergie renouvelable, économie circulaire,quelles difficultés,  quel timing...et en discuter avec le souhait commun fondamental d'avancer, même si chacun sait qu'il faudra perdre tél ou tel privilège ou confort, pour ne pas mourir ensemble !";TE13;1
5 120;Faire de la transition la priorité nationale;Toutes les prochaines lois , décisions , accords.... dans toute décision la question de l'écologie doit être centrale;TE13;1
17 048;Développer les énergies renouvelables;Modes de production d'énergie les moins polluants;TE13;1
17 048;Changement des modes de production;Modes de production d'énergie les moins polluants;TE13;1
19 589;Faire de la transition la priorité nationale;On arrive à un moment où si cette transition n'a pas lieue, nous disparaitrons tous. Le choix ne doit pas être à faire, il doit être imposé si l'on veut sauver l'humanité.;TE13;1
28 671;Taxe sur les plus gros pollueurs;Développement des transports en communs (tramway...) sauvegarde des dites petites lignes ferroviaires. Remise en place de l écotaxe si une solution de ferroutage existe. Développement du fret ferroviaire et maritime. Interdiction aux pl d utiliser la bande la plus a gauche des routes ou autoroutes.;TE13;1
28 671;Développement des transports en commun;Développement des transports en communs (tramway...) sauvegarde des dites petites lignes ferroviaires. Remise en place de l écotaxe si une solution de ferroutage existe. Développement du fret ferroviaire et maritime. Interdiction aux pl d utiliser la bande la plus a gauche des routes ou autoroutes.;TE13;1
14 484;Faire de la transition la priorité nationale;La transition écologique devrait être le point le plus travaillé par le gouvernement. Il est incroyable de constater que le gouvernement ne traite pas le réchauffement climatique, les conditions de santé et la dégradation de la biodiversité comme des priorités.;TE13;1
14 484;Préservation de la biodiversité;La transition écologique devrait être le point le plus travaillé par le gouvernement. Il est incroyable de constater que le gouvernement ne traite pas le réchauffement climatique, les conditions de santé et la dégradation de la biodiversité comme des priorités.;TE13;1
16 630;Incitations financières au lieu de taxes;Je pense qu'il faudrait instaurer une législation plus stricte du point de vue sanitaire et environnemental à propos de la quantité d'herbicides/fongicides/insecticides qui peuvent se retrouver dans nos aliments. Je pense qu'il faut mettre en lumière de nouveaux modèles de production agricole, basés par exemple sur celui de la permaculture, où les plantes s'aident entre elles pour se débarrasser de parasites ou de tout danger, permettant un accroissement des récoltes. Mais si cela doit être fait, il faut avant tout sensibiliser et accompagner les agriculteurs. Il faut les aider eux aussi à adopter un nouveau modèle et non pas instaurer une nouvelle loi en les laissant se débrouiller seuls.;TE13;1
16 630;Lois et accords commerciaux plus restrictifs;Je pense qu'il faudrait instaurer une législation plus stricte du point de vue sanitaire et environnemental à propos de la quantité d'herbicides/fongicides/insecticides qui peuvent se retrouver dans nos aliments. Je pense qu'il faut mettre en lumière de nouveaux modèles de production agricole, basés par exemple sur celui de la permaculture, où les plantes s'aident entre elles pour se débarrasser de parasites ou de tout danger, permettant un accroissement des récoltes. Mais si cela doit être fait, il faut avant tout sensibiliser et accompagner les agriculteurs. Il faut les aider eux aussi à adopter un nouveau modèle et non pas instaurer une nouvelle loi en les laissant se débrouiller seuls.;TE13;1
16 630;Arrêt du glyphosate;Je pense qu'il faudrait instaurer une législation plus stricte du point de vue sanitaire et environnemental à propos de la quantité d'herbicides/fongicides/insecticides qui peuvent se retrouver dans nos aliments. Je pense qu'il faut mettre en lumière de nouveaux modèles de production agricole, basés par exemple sur celui de la permaculture, où les plantes s'aident entre elles pour se débarrasser de parasites ou de tout danger, permettant un accroissement des récoltes. Mais si cela doit être fait, il faut avant tout sensibiliser et accompagner les agriculteurs. Il faut les aider eux aussi à adopter un nouveau modèle et non pas instaurer une nouvelle loi en les laissant se débrouiller seuls.;TE13;1
16 630;Agriculture raisonnée, bio, circuits courts;Je pense qu'il faudrait instaurer une législation plus stricte du point de vue sanitaire et environnemental à propos de la quantité d'herbicides/fongicides/insecticides qui peuvent se retrouver dans nos aliments. Je pense qu'il faut mettre en lumière de nouveaux modèles de production agricole, basés par exemple sur celui de la permaculture, où les plantes s'aident entre elles pour se débarrasser de parasites ou de tout danger, permettant un accroissement des récoltes. Mais si cela doit être fait, il faut avant tout sensibiliser et accompagner les agriculteurs. Il faut les aider eux aussi à adopter un nouveau modèle et non pas instaurer une nouvelle loi en les laissant se débrouiller seuls.;TE13;1
16 630;Plus d'éducation;Je pense qu'il faudrait instaurer une législation plus stricte du point de vue sanitaire et environnemental à propos de la quantité d'herbicides/fongicides/insecticides qui peuvent se retrouver dans nos aliments. Je pense qu'il faut mettre en lumière de nouveaux modèles de production agricole, basés par exemple sur celui de la permaculture, où les plantes s'aident entre elles pour se débarrasser de parasites ou de tout danger, permettant un accroissement des récoltes. Mais si cela doit être fait, il faut avant tout sensibiliser et accompagner les agriculteurs. Il faut les aider eux aussi à adopter un nouveau modèle et non pas instaurer une nouvelle loi en les laissant se débrouiller seuls.;TE13;1
37 859;Lois et accords commerciaux plus restrictifs;Je pense qu'en matière d'écologie ce n'est pas les citoyens qu'il faut blâmer mais les entreprises et l'état, qui ne respectent ce que les citoyens essaient de faire. On ne peut pas demander aux gens de payer une taxe sur l'essence quand certaines entreprises consomment énormément et que l'état a des centaines de voitures de fonction et ne trie pas ses déchets, soit de ce que la plupart des français font;TE13;1
37 859;Exemplarité des politiques;Je pense qu'en matière d'écologie ce n'est pas les citoyens qu'il faut blâmer mais les entreprises et l'état, qui ne respectent ce que les citoyens essaient de faire. On ne peut pas demander aux gens de payer une taxe sur l'essence quand certaines entreprises consomment énormément et que l'état a des centaines de voitures de fonction et ne trie pas ses déchets, soit de ce que la plupart des français font;TE13;1
26 769;Lois et accords commerciaux plus restrictifs;"Nous devons bien entendu changez nos comportement, cependant c'est le gouvernement qui a le pouvoir, l'interdiction des couvers en plastique ? Repoussé.&&La secretaire d'etat a l'ecologie emmanuel wargon fait partie du lobby du plastique.&&Celle ci etait lobbyste pour danone qui sont parmis les plus gros pollueurs mondiaux.&&Mais le probleme est toujours prit a l'envers, on taxe les gens, les pauvres, qui n'ont pas le choix mais on ne s'attaque pas a la SOURCE du probleme parce que eux il faudrait pas les ""froisser""";TE13;1
26 769;Colère;"Nous devons bien entendu changez nos comportement, cependant c'est le gouvernement qui a le pouvoir, l'interdiction des couvers en plastique ? Repoussé.&&La secretaire d'etat a l'ecologie emmanuel wargon fait partie du lobby du plastique.&&Celle ci etait lobbyste pour danone qui sont parmis les plus gros pollueurs mondiaux.&&Mais le probleme est toujours prit a l'envers, on taxe les gens, les pauvres, qui n'ont pas le choix mais on ne s'attaque pas a la SOURCE du probleme parce que eux il faudrait pas les ""froisser""";TE13;1
47 899;Développer les énergies renouvelables;Limiter les compétition automobile et camion favoriser celle qui utilise Electricité;TE13;1
39 800;Faire de la transition la priorité nationale;Urgence globale, si nous n'agissons pas vite nous allons être la dernière génération sur cette planete.;TE13;1
7 581;Trop de migrants, politique migratoire actuelle trop laxiste;Le droit du sol ne doit pas être appliqué  si les parents sont des immigrés illégaux ou sans papiers;II1;1
7 581;Il faut aider les Français/SDF d'abord;Le droit du sol ne doit pas être appliqué  si les parents sont des immigrés illégaux ou sans papiers;II1;1
7 581;Besoin d'explication, de clarification de la situation et politique actuelle;Le droit du sol ne doit pas être appliqué  si les parents sont des immigrés illégaux ou sans papiers;II1;1
45 040;Taxe sur les plus gros pollueurs;Il faut moins de nucléaire plus de renouvelable plus de train moins de voiture des transports en commun et des piste cyclable. Il est également nécessaire de taxer le kerosene des avions.;TE13;1
45 040;Développement des transports en commun;Il faut moins de nucléaire plus de renouvelable plus de train moins de voiture des transports en commun et des piste cyclable. Il est également nécessaire de taxer le kerosene des avions.;TE13;1
45 040;Arrêter le nucléaire;Il faut moins de nucléaire plus de renouvelable plus de train moins de voiture des transports en commun et des piste cyclable. Il est également nécessaire de taxer le kerosene des avions.;TE13;1
45 040;Développer les énergies renouvelables;Il faut moins de nucléaire plus de renouvelable plus de train moins de voiture des transports en commun et des piste cyclable. Il est également nécessaire de taxer le kerosene des avions.;TE13;1
27 562;Supprimer les communes / départements: moins d'échelons!;Réduire les couches! Trop de personnel inefficace au services de gens qui n’apportent pas de valeur à la France;OE11;1
22 222;Plus de moyens aux communes / plus de décentralisation;"En donnant plus de pouvoir aux collectivités territoriales. A condition de supprimer certains ""étages"" pour limiter les redondances";OE11;1
22 222;Supprimer les communes / départements: moins d'échelons!;"En donnant plus de pouvoir aux collectivités territoriales. A condition de supprimer certains ""étages"" pour limiter les redondances";OE11;1
32 162;Inciter à la mobilité géographique;Augmenter l'attractivité, donner des avantages ou réductions d'impots lors de l'installation d'entreprises, de professionnels libéraux, etc;OE11;1
36 315;Autre / Passer;La chasse;TE13;1
30 732;Favoriser le nucléaire;"Je pense que l’avenir de la production d’électricité passe par le nucléaire. Arrêter les centrales pour les remplacer par des panneaux solaires et éoliennes me parait très difficile ; surtout si de plus en plus de personnes passent aux voitures électriques, la demande risque de fortement augmenter. De plus pour produire autant d’énergie il faudrait utiliser une immense partie du territoire qui ne pourrait alors plus être exploitable pour d’autres activités (logement, agriculture...)";TE13;1
6 451;Politique migratoire actuelle non satisfaisante;Politique naïve et laxiste. Il faut choisir l'immigration ben fonction née nos besoins économiques et d'emploi. Aussi arrêter de natulariser sur le critère droit du regroupement familial et du droit du sol (sauf si présence >5ans). Arrêter l'immigration depuis certaines régions file Afrique et magreb et plus depuis d'autres territoires comme Asie et Amérique car la mixité sociale c'est international et pas a focaliser sur le même secteur. Continuer le droit d'asile mais contraindre les pays de la ligue arabe a prendre leur part dans les réfugiés syriens.;II1;1
6 451;Il faut aider les Français/SDF d'abord;Politique naïve et laxiste. Il faut choisir l'immigration ben fonction née nos besoins économiques et d'emploi. Aussi arrêter de natulariser sur le critère droit du regroupement familial et du droit du sol (sauf si présence >5ans). Arrêter l'immigration depuis certaines régions file Afrique et magreb et plus depuis d'autres territoires comme Asie et Amérique car la mixité sociale c'est international et pas a focaliser sur le même secteur. Continuer le droit d'asile mais contraindre les pays de la ligue arabe a prendre leur part dans les réfugiés syriens.;II1;1
6 451;Besoin d'explication, de clarification de la situation et politique actuelle;Politique naïve et laxiste. Il faut choisir l'immigration ben fonction née nos besoins économiques et d'emploi. Aussi arrêter de natulariser sur le critère droit du regroupement familial et du droit du sol (sauf si présence >5ans). Arrêter l'immigration depuis certaines régions file Afrique et magreb et plus depuis d'autres territoires comme Asie et Amérique car la mixité sociale c'est international et pas a focaliser sur le même secteur. Continuer le droit d'asile mais contraindre les pays de la ligue arabe a prendre leur part dans les réfugiés syriens.;II1;1
23 919;Taxe sur les plus gros pollueurs;Responsabiliser les entreprises avant de responsabiliser le consommateur. Par exemple au travers d’une taxe carbone bien mieux gérée, taxe sur les emballages non recyclables. &&Arrêter d’investir dans les énergies fossiles. Investir massivement dès les énergies renouvelables, les transports alternatifs, restructurer les villes pour limiter voir supprimer les voitures. &&Légiférer de manière stricte les activités polluantes : interdiction de sur-emballage, limitation de la publicité, contraintes sur les produits non recyclables, non réutilisables, interdiction des produits polluants.&&Investir massivement dans la rénovation thermique des bâtiments.&&Opération d’information à grande échelle sur les bonnes pratiques environnementale, instauration de cours obligatoires sur les bonnes pratiques de consommation dans l’enseignement etc...;TE13;1
23 919;Lois et accords commerciaux plus restrictifs;Responsabiliser les entreprises avant de responsabiliser le consommateur. Par exemple au travers d’une taxe carbone bien mieux gérée, taxe sur les emballages non recyclables. &&Arrêter d’investir dans les énergies fossiles. Investir massivement dès les énergies renouvelables, les transports alternatifs, restructurer les villes pour limiter voir supprimer les voitures. &&Légiférer de manière stricte les activités polluantes : interdiction de sur-emballage, limitation de la publicité, contraintes sur les produits non recyclables, non réutilisables, interdiction des produits polluants.&&Investir massivement dans la rénovation thermique des bâtiments.&&Opération d’information à grande échelle sur les bonnes pratiques environnementale, instauration de cours obligatoires sur les bonnes pratiques de consommation dans l’enseignement etc...;TE13;1
23 919;Développement des transports en commun;Responsabiliser les entreprises avant de responsabiliser le consommateur. Par exemple au travers d’une taxe carbone bien mieux gérée, taxe sur les emballages non recyclables. &&Arrêter d’investir dans les énergies fossiles. Investir massivement dès les énergies renouvelables, les transports alternatifs, restructurer les villes pour limiter voir supprimer les voitures. &&Légiférer de manière stricte les activités polluantes : interdiction de sur-emballage, limitation de la publicité, contraintes sur les produits non recyclables, non réutilisables, interdiction des produits polluants.&&Investir massivement dans la rénovation thermique des bâtiments.&&Opération d’information à grande échelle sur les bonnes pratiques environnementale, instauration de cours obligatoires sur les bonnes pratiques de consommation dans l’enseignement etc...;TE13;1
23 919;Amélioration logements;Responsabiliser les entreprises avant de responsabiliser le consommateur. Par exemple au travers d’une taxe carbone bien mieux gérée, taxe sur les emballages non recyclables. &&Arrêter d’investir dans les énergies fossiles. Investir massivement dès les énergies renouvelables, les transports alternatifs, restructurer les villes pour limiter voir supprimer les voitures. &&Légiférer de manière stricte les activités polluantes : interdiction de sur-emballage, limitation de la publicité, contraintes sur les produits non recyclables, non réutilisables, interdiction des produits polluants.&&Investir massivement dans la rénovation thermique des bâtiments.&&Opération d’information à grande échelle sur les bonnes pratiques environnementale, instauration de cours obligatoires sur les bonnes pratiques de consommation dans l’enseignement etc...;TE13;1
23 919;Limitation emballages plastique;Responsabiliser les entreprises avant de responsabiliser le consommateur. Par exemple au travers d’une taxe carbone bien mieux gérée, taxe sur les emballages non recyclables. &&Arrêter d’investir dans les énergies fossiles. Investir massivement dès les énergies renouvelables, les transports alternatifs, restructurer les villes pour limiter voir supprimer les voitures. &&Légiférer de manière stricte les activités polluantes : interdiction de sur-emballage, limitation de la publicité, contraintes sur les produits non recyclables, non réutilisables, interdiction des produits polluants.&&Investir massivement dans la rénovation thermique des bâtiments.&&Opération d’information à grande échelle sur les bonnes pratiques environnementale, instauration de cours obligatoires sur les bonnes pratiques de consommation dans l’enseignement etc...;TE13;1
23 919;Développer les énergies renouvelables;Responsabiliser les entreprises avant de responsabiliser le consommateur. Par exemple au travers d’une taxe carbone bien mieux gérée, taxe sur les emballages non recyclables. &&Arrêter d’investir dans les énergies fossiles. Investir massivement dès les énergies renouvelables, les transports alternatifs, restructurer les villes pour limiter voir supprimer les voitures. &&Légiférer de manière stricte les activités polluantes : interdiction de sur-emballage, limitation de la publicité, contraintes sur les produits non recyclables, non réutilisables, interdiction des produits polluants.&&Investir massivement dans la rénovation thermique des bâtiments.&&Opération d’information à grande échelle sur les bonnes pratiques environnementale, instauration de cours obligatoires sur les bonnes pratiques de consommation dans l’enseignement etc...;TE13;1
23 919;Plus d'éducation;Responsabiliser les entreprises avant de responsabiliser le consommateur. Par exemple au travers d’une taxe carbone bien mieux gérée, taxe sur les emballages non recyclables. &&Arrêter d’investir dans les énergies fossiles. Investir massivement dès les énergies renouvelables, les transports alternatifs, restructurer les villes pour limiter voir supprimer les voitures. &&Légiférer de manière stricte les activités polluantes : interdiction de sur-emballage, limitation de la publicité, contraintes sur les produits non recyclables, non réutilisables, interdiction des produits polluants.&&Investir massivement dans la rénovation thermique des bâtiments.&&Opération d’information à grande échelle sur les bonnes pratiques environnementale, instauration de cours obligatoires sur les bonnes pratiques de consommation dans l’enseignement etc...;TE13;1
23 919;Plus de recyclage;Responsabiliser les entreprises avant de responsabiliser le consommateur. Par exemple au travers d’une taxe carbone bien mieux gérée, taxe sur les emballages non recyclables. &&Arrêter d’investir dans les énergies fossiles. Investir massivement dès les énergies renouvelables, les transports alternatifs, restructurer les villes pour limiter voir supprimer les voitures. &&Légiférer de manière stricte les activités polluantes : interdiction de sur-emballage, limitation de la publicité, contraintes sur les produits non recyclables, non réutilisables, interdiction des produits polluants.&&Investir massivement dans la rénovation thermique des bâtiments.&&Opération d’information à grande échelle sur les bonnes pratiques environnementale, instauration de cours obligatoires sur les bonnes pratiques de consommation dans l’enseignement etc...;TE13;1
16 871;Il faut faire plus d'efforts à faire sur l'accueil, l'intégration, les cours de français;Accueillir ces gens !! Les intégrer ds les villages qui meurent, aider à faire revivre ces villages. Donner des cours de français, langue et culture, et formation au besoin.;II1;1
49 367;Arrêt du glyphosate;Je souhaite que que le glyphosate soit enfin interdit. Que nos producteurs locaux soient rémunérés à hauteur de leur travail. Que les industriels limitent leurs emballages.....;TE13;1
49 367;Limitation emballages plastique;Je souhaite que que le glyphosate soit enfin interdit. Que nos producteurs locaux soient rémunérés à hauteur de leur travail. Que les industriels limitent leurs emballages.....;TE13;1
49 367;Agriculture raisonnée, bio, circuits courts;Je souhaite que que le glyphosate soit enfin interdit. Que nos producteurs locaux soient rémunérés à hauteur de leur travail. Que les industriels limitent leurs emballages.....;TE13;1
20 984;Favoriser le nucléaire;Le développement de l'énergie nucléaire (sur les moyens de réacteurs à Thorium ou encore la fusion nucléaire), qui sont indispensable.;TE13;1
53 611;Nous devons aider les réfugiés politiques, les populations en guerre;je pense que prendre exemple sur l'Allemagne serait une bonne chose;II1;1
24 881;racisme, xénophobie, discriminations religieuses;Sexisme, raciale;DC12;1
24 881;sexisme;Sexisme, raciale;DC12;1
2 541;Nous devons aider les réfugiés politiques, les populations en guerre;On accueil pas assez et on ne se concentrent pas assez sur les causes de cette crise migratoire. On a pillé leur pays, fait la guerre et tout, et on s'étonne après qu'ils cherchent refuge chez nous ?;II1;1
50 201;Plus de controles, plus de renvois;Trop immigration et non controlé et surtout on ne sait pas qui rentre ce qui nous expose a des dangers. Il doit y avoir des quotats et des obligation pour rester sur le sol francais;II1;1
46 594;Colère;Il n’y a pas de proposition pour limiter la destruction des espaces naturels source de la disparition de la faune et flore. Il n’y a pas de proposition pour réduire les émissions de co2. Pas d’originalité dans les solutions proposées;TE13;1
46 594;Préservation de la biodiversité;Il n’y a pas de proposition pour limiter la destruction des espaces naturels source de la disparition de la faune et flore. Il n’y a pas de proposition pour réduire les émissions de co2. Pas d’originalité dans les solutions proposées;TE13;1
23 257;Mobilisation citoyenne;Arrêter de dire que le gouvernement doit résoudre le problème. C'est a nous de prendre ça en main. Arrêter de dire que c'est toujours l'autre qui pollue. Prendre conscience que notre petite pollution personnelle compte.;TE13;1
48 461;Politique migratoire actuelle non satisfaisante;Pour définir une politique migratoire il faut d abord avoir en tête une politique d urbanismes avec des associations locales organisées pour accueillir les nouveaux venus et ne pas&&Les parquer comme ça à été le cas avec les banlieues. Il faut savoir comment et avec quels moyens accueillir.;II1;1
37 240;Le peuple pas responsable du problème écologique;Stopper toutes ces taxes et donner une autre image des verts qui ne pensent qu’à leurs intérêts électoraux et personnels et culpabilisent les gens !!;TE13;1
27 100;Lenteur administrative;Trop lent , et des dépenses tellement arnaquées , un devis dans le privé et un devis par appel d’offre Avec des différences énormes ! Devrait organiser son processus;OE9;1
29 250;Plus de moyens aux communes / plus de décentralisation;Cela ferait peut être perdre une sortent d'unité français mais je pense que les collectivités doivent être adapté au territoire en donnant plus de pouvoir au maires de façon à gérer au mieux leurs villes;OE11;1
40 020;racisme, xénophobie, discriminations religieuses;Le féminisme et l'antisémitisme sont les attaques auxquelles je suis davantage confronté. Si les médias pouvaient véhiculer des discours optimistes et ceux de personnes qui réfléchissent vraiment nous ne serions pas confrontés aux bêtises qu'ils ne cessent de débiter pour faire du chiffre.;DC12;1
40 020;renforcer les lois (ex : parité H/F, …);Le féminisme et l'antisémitisme sont les attaques auxquelles je suis davantage confronté. Si les médias pouvaient véhiculer des discours optimistes et ceux de personnes qui réfléchissent vraiment nous ne serions pas confrontés aux bêtises qu'ils ne cessent de débiter pour faire du chiffre.;DC12;1
30 340;Développement voiture électrique;Donner plus d’aides pour les énergies renouvelles, voiture éclectiques&&Faire + de tri sélectif dans les communes;TE13;1
30 340;Limitation emballages plastique;Donner plus d’aides pour les énergies renouvelles, voiture éclectiques&&Faire + de tri sélectif dans les communes;TE13;1
30 340;Développer les énergies renouvelables;Donner plus d’aides pour les énergies renouvelles, voiture éclectiques&&Faire + de tri sélectif dans les communes;TE13;1
30 340;Plus de recyclage;Donner plus d’aides pour les énergies renouvelles, voiture éclectiques&&Faire + de tri sélectif dans les communes;TE13;1
40 580;racisme, xénophobie, discriminations religieuses;Homophobie, racisme, sexisme ... la triade de l'enfer. La solution : éduquer, éduquer, éduquer, éduquer, éduquer et toujours éduquer !;DC12;1
40 580;sexisme;Homophobie, racisme, sexisme ... la triade de l'enfer. La solution : éduquer, éduquer, éduquer, éduquer, éduquer et toujours éduquer !;DC12;1
40 580;éduquer / former au vivre ensemble dès le plus jeune âge;Homophobie, racisme, sexisme ... la triade de l'enfer. La solution : éduquer, éduquer, éduquer, éduquer, éduquer et toujours éduquer !;DC12;1
40 640;Lenteur administrative;Trop de papiers, trop d’étapes et trop compliqué surtout quand l’accès à des personnes administratives est complexes. Prise de rendez vous compliquées, un lapse de temps énorme avant d’avoir un rendez vous.... etc;OE9;1
21 410;Plus de proximité et d'humanité;Être plus a l'écoute des citoyens.;OE9;1
19 392;Consommation réduite ou vertueuse (bio, circuit court, local);Jeter les mégots et déchets dans les cendriers et poubelles prévues à cet effet, essayer de moins utiliser la voiture, acheter moins dans les grandes surfaces, acheter chez les petits commerçants (quand le pouvoir d’achat le permettra) pour empêcher les grandes entreprises de se faire de l’argent et de polluer encore plus qu’il ne le font déjà.;TE11;1
19 392;Transports plus verts ou réduits;Jeter les mégots et déchets dans les cendriers et poubelles prévues à cet effet, essayer de moins utiliser la voiture, acheter moins dans les grandes surfaces, acheter chez les petits commerçants (quand le pouvoir d’achat le permettra) pour empêcher les grandes entreprises de se faire de l’argent et de polluer encore plus qu’il ne le font déjà.;TE11;1
19 392;Tri sélectif, compost, réduction déchets;Jeter les mégots et déchets dans les cendriers et poubelles prévues à cet effet, essayer de moins utiliser la voiture, acheter moins dans les grandes surfaces, acheter chez les petits commerçants (quand le pouvoir d’achat le permettra) pour empêcher les grandes entreprises de se faire de l’argent et de polluer encore plus qu’il ne le font déjà.;TE11;1
27 040;Simplification de l'administration et des services publics;Elle est beaucoup trop complexe, avec beaucoup de doublons, des délais trop longs et des normes inefficaces et inutiles. Il faudrait simplifier au maximum, et réduire le coût de l'organisation des administrations et de l'organisation de l'état;OE9;1
27 040;Incompétence et inefficacité;Elle est beaucoup trop complexe, avec beaucoup de doublons, des délais trop longs et des normes inefficaces et inutiles. Il faudrait simplifier au maximum, et réduire le coût de l'organisation des administrations et de l'organisation de l'état;OE9;1
27 040;Réduction des coûts;Elle est beaucoup trop complexe, avec beaucoup de doublons, des délais trop longs et des normes inefficaces et inutiles. Il faudrait simplifier au maximum, et réduire le coût de l'organisation des administrations et de l'organisation de l'état;OE9;1
6 020;Plus d'internet / numérique sur tout le territoire;DIGITAL & POLYVALENCE;OE11;1
6 020;Simplification démarche administratives;DIGITAL & POLYVALENCE;OE11;1
10 340;En étant proche des gens / présence physique;Garder les fonctionnaires ds la ruralité;OE11;1
10 340;Services médicaux dans les zones rurales;Garder les fonctionnaires ds la ruralité;OE11;1
7 919;Consommation réduite ou vertueuse (bio, circuit court, local);Peu d'utilisation voiture / fabrication tous repas et cosmétiques et produits menagers / deconsommation / peu d'achats neufs;TE11;1
7 919;Cultiver/Jardiner bio, sans pesticide;Peu d'utilisation voiture / fabrication tous repas et cosmétiques et produits menagers / deconsommation / peu d'achats neufs;TE11;1
7 919;Transports plus verts ou réduits;Peu d'utilisation voiture / fabrication tous repas et cosmétiques et produits menagers / deconsommation / peu d'achats neufs;TE11;1
15 820;éduquer / former au vivre ensemble dès le plus jeune âge;Faire que l'école soit VRAIMENT égalitaire;DC12;1
33 350;envers les handicapés;Les personnes en grandes précarites et vulnérabilités ne sont pas assez soutenues dans notre société comme les personnes âgées, les personnes en situations de handicap ou encore les sans abris, les familles modestes...;DC12;1
33 350;discriminations de classe / inégalités sociales;Les personnes en grandes précarites et vulnérabilités ne sont pas assez soutenues dans notre société comme les personnes âgées, les personnes en situations de handicap ou encore les sans abris, les familles modestes...;DC12;1
1 140;Autre / Passer;Réduire la fiscalité dans les campagnes et zones géographiquement désavantagées;OE11;1
15 850;Autre / Passer;Sortir de l'europe .;OE11;1
42 920;Consommation réduite ou vertueuse (bio, circuit court, local);Acheter plus local, boycoter les supermarchés traditonnels le plus possible, choisir des produits sans sur emballage autant que possible, je recycle bien évidement &&J'aspire à faire du compost dès que possible,j'aimerais prendre mon vélo plus souvent mais dans ma situation géographique actuelle c'est compliqué;TE11;1
42 920;Moins d’emballages plastiques;Acheter plus local, boycoter les supermarchés traditonnels le plus possible, choisir des produits sans sur emballage autant que possible, je recycle bien évidement &&J'aspire à faire du compost dès que possible,j'aimerais prendre mon vélo plus souvent mais dans ma situation géographique actuelle c'est compliqué;TE11;1
42 920;Transports plus verts ou réduits;Acheter plus local, boycoter les supermarchés traditonnels le plus possible, choisir des produits sans sur emballage autant que possible, je recycle bien évidement &&J'aspire à faire du compost dès que possible,j'aimerais prendre mon vélo plus souvent mais dans ma situation géographique actuelle c'est compliqué;TE11;1
42 920;Tri sélectif, compost, réduction déchets;Acheter plus local, boycoter les supermarchés traditonnels le plus possible, choisir des produits sans sur emballage autant que possible, je recycle bien évidement &&J'aspire à faire du compost dès que possible,j'aimerais prendre mon vélo plus souvent mais dans ma situation géographique actuelle c'est compliqué;TE11;1
3 541;Consommation réduite ou vertueuse (bio, circuit court, local);Limiter les vols intercontinentaux, tri des déchets, douche courte et usage de la slow cosmétique;TE11;1
3 541;Réduction consommation énergie, eau;Limiter les vols intercontinentaux, tri des déchets, douche courte et usage de la slow cosmétique;TE11;1
3 541;Transports plus verts ou réduits;Limiter les vols intercontinentaux, tri des déchets, douche courte et usage de la slow cosmétique;TE11;1
3 541;Tri sélectif, compost, réduction déchets;Limiter les vols intercontinentaux, tri des déchets, douche courte et usage de la slow cosmétique;TE11;1
38 056;Consommation réduite ou vertueuse (bio, circuit court, local);"Je fais attention à ma consommation électrique, j'essaie de trier le plus possible mes déchets. J'utilise les transports en commun au lieu de la voiture quand je vais en ville. Je fais très attention au gaspillage alimentaire.&&Je pourrais essayer de consommer plus bio et aussi acheter des vêtements plus ""éthiques"".";TE11;1
38 056;Transports plus verts ou réduits;"Je fais attention à ma consommation électrique, j'essaie de trier le plus possible mes déchets. J'utilise les transports en commun au lieu de la voiture quand je vais en ville. Je fais très attention au gaspillage alimentaire.&&Je pourrais essayer de consommer plus bio et aussi acheter des vêtements plus ""éthiques"".";TE11;1
32 851;Consommation réduite ou vertueuse (bio, circuit court, local);acheter d'occasion ou reconditionné, acheter moins, se déplacer en vélo collectif/trotinettes, réparer, louer, manger moins de viande, utiliser des produits non-nocifs, boycotter les entreprises polluantes;TE11;1
32 851;Cultiver/Jardiner bio, sans pesticide;acheter d'occasion ou reconditionné, acheter moins, se déplacer en vélo collectif/trotinettes, réparer, louer, manger moins de viande, utiliser des produits non-nocifs, boycotter les entreprises polluantes;TE11;1
32 851;Régime alimentaire;acheter d'occasion ou reconditionné, acheter moins, se déplacer en vélo collectif/trotinettes, réparer, louer, manger moins de viande, utiliser des produits non-nocifs, boycotter les entreprises polluantes;TE11;1
